term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	0.101790160712866	0.766565947399581	-2.98062005024232	0.00287665460208431	0.0224223442344127	0.45293811370428	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
h2_categoryNon-heritable	0.502129190130206	0.0998391309049631	-6.90007850927947	5.19738074830032e-12	0.412520845645561	0.610232448651219	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
h2_categoryLow prediction	0.387487308646054	0.461008306713002	-2.05651865443816	0.0397325500751702	0.14602577383793	0.909510728832851	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
log_vmr_length	1.37812896489601	0.0545165370931492	5.88310948883229	4.02629380480979e-09	1.23883078719682	1.53407139884427	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
log_num_snps	0.787824120613397	0.0963468761975779	-2.47522722727957	0.0133151430496279	0.65292992331021	0.952671728749604	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
methylation_variance	4.42353144365154e-08	10.748673730295	-1.57542621746804	0.115158096750489	1.38461780535106e-17	29.3354175180783	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
log_min_distance	0.941597470851655	0.0149426473505238	-4.02722540654616	5.64389208133601e-05	0.913753775452202	0.968923650988155	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
chromatin_stateGenic/other	0.859786359109847	0.193033805322207	-0.782615977462609	0.43385265614942	0.596371781329877	1.27372892079879	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
chromatin_stateIntergenic	0.559565477289563	0.257644421987195	-2.25347292744973	0.0242293458382369	0.338883114952067	0.932689599894509	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
chromatin_statePromoter	1.53225168892928	0.197070017131389	2.16541487055827	0.0303559282579015	1.05374868574981	2.28645695919526	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
(Intercept)	-1.59996665008912	0.332403568306498	-4.81332573606384	1.52029741881283e-06	-2.25159547905973	-0.948337821118517	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
h2_categoryNon-heritable	0.0399452488619484	0.0425941849218831	0.937809913142066	0.348379381049983	-0.0435544529704088	0.123444950694305	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
h2_categoryLow prediction	0.520562938472515	0.202397896240246	2.57197801035742	0.0101354800009342	0.123791312990036	0.917334563954994	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
log_vmr_length	0.0171303036548398	0.0237348891178848	0.721735145665026	0.470485102099136	-0.0293984928933772	0.0636591002030568	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
log_num_snps	-0.0286740337372383	0.0418661397356931	-0.684897960936009	0.493434438105311	-0.11074650891697	0.0533984414424938	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
methylation_variance	-10.0767733271408	4.78611053189507	-2.10542010260487	0.0352956918117469	-19.4592466174003	-0.694300036881275	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	nearest_gene_window_250kb
