env	term	odds_ratio	ci_lo	ci_hi	p_value	n_nonheritable_features	n_heritable_features	n_env_linked_nonheritable	n_env_linked_heritable	fdr	cohort	tissue	population	vmr_set	modality	run_tag
smoking	env_valueTRUE	Inf	0.0189087171052632	Inf	1	28	38	0	1	1	all_individuals	hippocampus	AA	shared	psi	window_250kb
ethanol	env_valueTRUE	Inf	0.0189087171052632	Inf	1	28	38	0	1	1	all_individuals	hippocampus	AA	shared	psi	window_250kb
any_trauma_hx	env_value	0.824504523113035	0.0101162836787023	67.2167006640726	1	24	29	1	1	1	all_individuals	hippocampus	AA	shared	psi	window_250kb
education	env_valueless_than_hs	1.38637970000263	0.0683623011969146	85.7201538475123	1	24	35	1	2	1	all_individuals	hippocampus	AA	shared	psi	window_250kb
education	env_valuemore_than_hs	0	0	26.7430302137965	0.406779661016949	24	35	1	0	1	all_individuals	hippocampus	AA	shared	psi	window_250kb
marital_status	env_valuepreviously_married	0.468503810533359	0.0366277280342649	4.40213100906581	0.643187457703587	28	38	3	2	1	all_individuals	hippocampus	AA	shared	psi	window_250kb
marital_status	env_valuesingle	0	0	28.7370580071196	0.424242424242424	28	38	1	0	1	all_individuals	hippocampus	AA	shared	psi	window_250kb
