term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	70508.0514922253	15.4323419866264	0.72338224473752	0.469445076469373	2.73538675297339e-08	2.09561588607885e+21	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	expression	EA	shared	abc
h2_categoryNon-heritable	9.77737446364826e-09	3978.96139412993	-0.00463517813364561	0.996301676173603		2.16995646881536e+224	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	expression	EA	shared	abc
log_vmr_length	0.964437643578602	0.894305348082456	-0.0404896385283515	0.967702767525532	0.0981694612224687	5.41396388607592	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	expression	EA	shared	abc
log_num_snps	0.322459315878163	3.19045799504127	-0.354738506126396	0.722785500847998	0.000343528508906921	205.898826165304	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	expression	EA	shared	abc
methylation_variance	6.69282712716485e+248	443.863340068421	1.29080752501229	0.196770427800961	5.15086381702089e-66	Inf	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	expression	EA	shared	abc
log_min_distance	0.319688490087867	1.36012357350833	-0.838459275321835	0.401772810686467	0.0066789710979856	2.76206749872291	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	expression	EA	shared	abc
chromatin_stateIntergenic	0.140419693135277	1.66009807512082	-1.18253226249144	0.236994571963526	0.00272041699471891	3.296496850942	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	expression	EA	shared	abc
(Intercept)	-2.78547208622425	4.84616480729438	-0.574778654252864	0.570790304479824	-12.7874646614115	7.21652048896298	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	abc
h2_categoryNon-heritable	0.313351583824544	0.859869038423751	0.364417800644337	0.718737260079465	-1.46133088776671	2.0880340554158	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	abc
log_vmr_length	-0.0581376287599568	0.312974122532625	-0.185758580580081	0.854195147599939	-0.704084470081834	0.58780921256192	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	abc
log_num_snps	0.210862353194911	1.10168796242614	0.191399343903649	0.849822778969695	-2.06290984781931	2.48463455420914	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	abc
methylation_variance	-18.2791548223344	158.089353878008	-0.115625463536525	0.90891139773828	-344.559544899859	308.00123525519	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	abc
log_min_distance	0.112679047257205	0.27958156100309	0.403027463087808	0.690495858670956	-0.464348934354791	0.6897070288692	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	abc
chromatin_stateIntergenic	-0.795466874171045	0.557905920671335	-1.42580826748325	0.166801727846109	-1.94692810136837	0.355994353026283	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	abc
(Intercept)	27.1363539730273	15.1443090329174	0.217961367320005	0.827459212155257	1.3125267740122e-12	50098961041787400	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	abc
h2_scaled	2.46628184108483	0.929294855112441	0.971394260964559	0.331351985320727	0.450432871677944	23.9268877538942	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	abc
log_vmr_length	0.693686412177287	0.947040615500248	-0.386187530143039	0.699357788278345	0.0635102250065816	4.21142043294926	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	abc
log_num_snps	0.805329360774124	3.08537404595803	-0.070171051612016	0.944057514979721	0.00122030224034857	470.280345471876	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	abc
methylation_variance	4.21451525741698e+182	383.747811111754	1.09579523147593	0.273168395776934	1.26190653947922e-109	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	abc
log_min_distance	0.498417730858255	1.18369928603305	-0.588254757605682	0.556361308092612	0.0190861952742963	3.67362517616485	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	abc
chromatin_stateIntergenic	0.163957825089793	1.72097057818628	-1.05065482887134	0.293417149326467	0.00275181222163998	4.05371465769544	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	abc
