"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14"
"R11200",14.5489593592414,2.87552500054071,2.97540805755966,-2.03791770902278,1.36073396617107,1.88169164893947,0.0429369891866719,-2.11234895955836,1.67898505543838,-3.93222904135113,2.35627424787554,1.62772260489088,-1.12505852890492,2.85812856123174
"R11201",-19.6864669835841,2.94446328227721,2.28586819478232,2.00517189144615,1.70606408313274,-0.101785067395373,-3.87173349417525,0.652390031451396,-1.20780938748013,1.65354119047753,0.996735873718923,-1.43616443974702,-2.33665525830018,2.90645338350396
"R11203",-15.8526502418654,2.67151849082217,2.08768967107538,1.6284711135887,0.232495677067684,2.21786082634398,-1.23261941512196,1.62719849510223,-3.33506840410481,0.937044131347596,-0.86876832638119,1.81426609436997,-0.866786286099156,2.40598472063073
"R11204",4.2077080342198,1.44450860526945,6.37887787035585,-2.13356375410304,3.12646673942269,1.27337981913454,-0.675041043914329,2.08023122231129,0.230196663392575,0.368614894311808,-2.60631783499918,1.37881799087179,-1.49978288729439,2.17316516929838
"R11205",5.54943915192964,5.80266546249768,6.25703370139104,2.78692200239732,0.582666456907976,-1.95509365398552,-1.60100300073959,1.43093692349292,-1.81957424510804,0.817113193121551,-0.0935733219257436,0.139158932725945,-2.08484025383841,1.16005099446199
"R11206",7.69564733246946,5.84962795044494,5.69567460975592,2.0592134158509,-0.105444417473318,-2.42043494292999,-2.05099471298725,1.74865282070288,-2.56405108386279,1.48241739600057,-0.875241379727411,-0.330120921058137,-1.99414857079129,1.5335847600735
"R11212",-21.5087346288095,0.396325555868396,2.66904687078546,3.01143013545242,-3.31529871275976,-1.30815604476277,0.484162196508633,-1.8061843997461,-3.28771294381475,0.859774732424009,1.5083596391484,-0.724345706252389,-1.76632706947167,1.12605441919766
"R11213",-7.72212573692248,0.151927545240333,2.84636515068565,-1.78093269782101,-3.02044317939245,1.25449195688455,0.847275024429744,-3.87489877677359,-3.34560224239018,-0.67557120384277,-0.719968262796889,1.18862077916123,0.259076872778317,1.46703401553173
"R11214",5.28470979809144,4.51643235739439,3.58059584499809,1.80022183749422,-0.943561485409656,-0.0756493595084545,2.00196884675645,-2.86258713607419,-1.37945571618142,2.48581483881153,0.542989773875327,-0.015849038177545,-2.9530785690228,-1.09320683309805
"R11215",4.35855518419601,4.99233609569218,3.45342292248756,2.69630949785215,-4.32358361572202,0.999524260633634,2.41366847506209,-3.93884684164254,-1.07815059257932,2.31914226744303,-0.761912118415674,-1.27623131550828,-0.777135728676024,0.252419518883844
"R11216",-26.8753898146881,-0.919583178627898,2.75450464424718,0.203550707981996,-1.48115163564173,4.22866440243782,1.48044823602768,-2.73527135274911,-0.0305876119391161,2.90190727821973,1.4454372546397,-1.11941803990905,-2.47755711696489,2.26035583095801
"R11217",-1.26385188404025,1.10941736964846,3.89553911120306,-1.91746187057526,-4.12695332504034,-0.623624354205455,3.44272972799625,-4.16921377974988,-2.63064958533082,2.11701341352143,-0.245782776303876,1.55144364036444,1.35351899500218,0.801713253521848
"R11218",-8.49659845456208,-4.48116540665561,2.0566491475787,-5.38991510933908,5.23137620734891,8.57120684467984,5.82767924373579,-5.78934317155771,-3.27829144807464,-3.52155945125327,-0.202821903949871,-1.80515588427114,-0.103740645471229,0.637988638603973
"R11219",-18.6760799906162,-2.31875777607591,2.29684302940828,0.880409386597042,-2.33968848100263,1.44684078928831,3.0345605831633,-2.79060385839517,-0.169719579093956,-1.56238493517026,2.02293315150817,5.71609225283798,-2.23404835586473,-1.68343590933477
"R11222",-21.3972294507,2.75235152885724,1.5470432633475,4.59001685236682,-0.875406070128239,-0.771550609204096,1.13075443760886,-3.24116498200691,-2.44576104618172,-0.765226850155402,1.06595450755976,1.24106046550089,-1.12775883485247,1.2829264165478
"R11223",-3.91382182566129,2.54405945380827,2.04808215453897,-0.742179543750394,-0.413451464596757,2.78923254679616,3.17718850515926,-2.66012618894745,-0.430309284507159,0.322594347777043,0.756746300867829,-0.69888228362693,-0.797005999198376,2.08242183875486
"R11224",1.19759968366666,5.06272684967467,3.05387482643772,3.05578309814971,-1.26731859549049,-2.29385317470798,1.49166730441824,-4.20926521348138,-1.34224324445067,-3.59510922003363,2.52750113353214,-0.809327416924286,-1.82678085163618,1.0443488185144
"R11225",-38.3369822505701,-2.55296090594866,0.48650802491019,0.893201218841095,0.0571630001132489,0.853524176448905,-0.198178978935051,-0.644086086905634,-2.02968832092122,1.2309633997132,0.137858663700142,-1.8701052679971,-1.95817871880635,1.19943958388281
"R11226",0.515183060921603,2.87321359132385,3.08054802354808,2.07908381187816,-0.961504638560276,-0.366509720369832,1.63739121597634,-2.57782489534001,-0.988575788364804,1.48923955524503,1.18050485590123,0.848587660032536,-2.26781177956206,0.636381405932291
"R11227",6.46894520095892,0.846050721887529,1.55350909756895,-4.93737517644225,-4.83532347011286,-4.88839169345931,3.5370662926611,-3.84636767694067,-3.38977913031812,1.37425574038693,-0.737662015445952,-0.155256766587905,0.69706129553334,0.816037579862526
"R11228",-10.9470437538281,2.39124816475963,1.87257536660318,2.36913468949266,-1.38896666391146,0.59247891505237,2.70751477544285,-2.71216251870108,-3.76072238178239,2.47136036887804,0.271608795879136,0.892807390849834,-1.25049692937473,-0.206113897228467
"R11229",-17.8783322600223,-1.27638340862877,0.0894969945372629,-4.49951999187315,-1.12874233241029,-4.11428154903302,-3.1574474413455,-2.04969568212074,-4.41369718506636,-1.63245940374254,-0.905189810259195,1.03316004517451,0.51273293651459,1.70993941529879
"R11230",-12.7796344528946,-0.786778740765679,0.00334166606295572,-1.60058294056449,-2.08114205806881,4.95624592997565,4.13303745584603,-2.44494828489734,-2.15570168375428,1.07866047884505,0.252381034024901,1.21108241486305,-0.375675350361952,0.523067693888373
"R11231",-13.7244190106437,2.53131084772108,2.32039291455429,1.96228024895366,-0.654235748158525,1.95303956170131,0.775552556821892,-2.55540359368775,-3.19728308481621,-0.983419317494924,-2.00332873950691,0.977646884862815,0.428193334911781,1.37611757411716
"R11233",-18.8614470981315,-2.04619638470274,0.294558442091252,-1.39154533659132,-0.0930227185491953,3.10131712066316,1.40074318409066,-1.02777274710793,-1.11198923763631,0.329218934762106,0.926659244076197,1.24092222499271,-3.02614020254342,-1.68988402833008
"R11234",-13.0344888498074,3.7572300747397,2.76000809681761,4.35495648951499,-1.04640740280447,-1.9963759220286,2.11811692215174,-2.81288522672176,-1.70360110636587,0.443428824894133,0.375928076081587,-0.89031620672708,-1.2265738560016,1.76124429342584
"R11235",-26.7760792266931,1.17012975757668,1.12296880564004,1.81568730763265,-2.11424607413572,-0.148748617324861,0.124017925167568,-2.24334274916415,-0.393969887195635,2.11845943655932,1.549919795015,0.299057436508123,-2.04562224471912,1.34930543725034
"R11236",-0.381296212621475,2.08536358996803,3.31011062854654,-0.96818653062095,-2.44311090149326,-1.24776067734259,1.84489087689427,-2.14372243280217,-2.57928333836642,0.555972890464575,1.30255525976177,0.962291689997707,-1.64372987831115,2.39498945695306
"R11238",1.13331154063186,4.08736193760733,3.66220909877156,0.390944334111314,0.353147347027979,2.86143239698409,3.15659818555857,-3.73275523751103,-2.30447353640705,-2.25601944558805,-2.84612843919259,0.472693900959529,1.63124813903677,0.717074838658769
"R11239",-25.0861187750605,-1.82188118248535,0.969181993336556,-1.7458026905852,-0.348491329132237,3.57138845414935,0.395167689375352,-1.11743708303319,-3.04739324361406,2.13122293544151,-2.46427085392109,-1.1160351595235,-0.267366034756787,1.56478644531636
"R11241",2.27513163339913,3.41026633529684,2.52649801063846,0.658209794781745,-0.677999946932164,1.67350438843432,0.759687946846711,-1.47764218934074,-0.542613691824581,0.605077720886306,0.345334491579683,0.0398544018112197,-1.63286067707706,1.98938560373373
"R11242",4.55336808853984,-3.05998401500802,-0.148137111193766,-11.1602363589575,-3.60776038872287,-3.45713125906814,-1.79041073019115,-0.583551633649331,-3.0580915724905,-0.30503919607147,-0.51182517920312,1.28447317221244,-0.282047677850876,0.156858256930391
"R11243",-1.24141144734398,2.5899586689865,1.51405835064837,-2.14827915948162,-3.16151487839012,-1.94277945736205,-0.576085128098503,-1.71464120196504,-1.29836221058135,1.83680214017592,-0.991720278699924,0.30917352701969,-0.324882100196897,-0.0526264937210523
"R11245",-2.9599513620982,5.72211370967799,3.13180352076348,1.37734275323012,-1.20862525333092,-0.173241599718515,-0.631832504447643,-2.95941920157502,-1.87770560309634,-0.0404396893842461,-0.504122916431248,0.259656975126061,-1.14392824946264,-1.08026366338411
"R11246",-5.34463297194617,3.56133458788724,2.25930713295362,3.15093648955295,-1.52978737356957,-0.298160360184341,0.345460739382939,-1.81714818570761,-2.28059554055039,-2.53725437876864,0.936259290067076,0.918627880908617,-0.996817272421506,-0.389046759087584
"R11248",10.627244634326,5.15080255548377,5.50552057603585,1.94009147855492,-2.45931015816673,-0.495285577381534,2.76054842535246,-2.36810316174402,-1.32849098506356,4.07069539391557,-0.555150954785839,-0.920983144377618,-1.82374408950752,0.429398557924699
"R11255",-19.5149396451356,-11.9207511214763,0.50763376792058,-18.7796901770121,-5.21823018537311,-6.18999904302053,0.0603763476143134,-1.93099621797875,-2.7733434649891,-2.16268936795206,0.175326808253801,-2.29963233755612,1.40349295417403,4.06718490684334
"R11261",-10.4940660359624,3.76367384624834,3.5083689484815,2.89452390377253,-1.94593007952761,0.0249523931283701,1.11531553224476,-2.26593563608651,-1.11611350151426,0.493457120927718,-0.92592638829557,-0.180994956844247,0.162578474764236,1.49269371911982
"R12176",-9.10272451751645,1.19548642146666,1.02647481299194,0.00137858330512469,4.87461487350127,3.92177474782928,2.47264911451149,-7.17852734920829,-6.0850691436604,-6.74430449367649,-1.31202006031815,-0.481311697415564,0.360452867680762,1.74842490727112
"R12177",-3.22182871755249,-7.31619171727492,5.18777423730068,-9.85584902094517,-2.96215491500067,3.39289013413185,2.47987665045346,-1.3659122193056,3.37392373811913,1.95568780812309,4.48227626626426,4.80452714972356,-1.67605010331569,1.54804397051102
"R12178",2.56852804894654,1.43044807176811,4.9933659126735,-1.00525540080862,-0.813837235088579,2.98018495547941,2.252565547712,-3.73698000536601,-0.17354435622412,-0.204994402213537,0.727774575168053,1.65511211753433,-0.670053873455738,-0.134658843403443
"R12180",-17.6289608328027,1.84473050362569,3.25007084183216,2.24589552841788,-3.42263251798347,-0.401889412773421,0.0262594216720336,-1.56427783230479,1.19231555527262,-2.51877422428364,1.02957644361082,3.51959455588567,-1.01147996898693,0.152555788842965
"R12181",5.14776542171502,0.61459035902167,4.19763996457998,-3.3983695924069,-2.88001690986288,-1.49671383506624,-0.287679827783087,-2.75984849660539,-3.86068838676921,1.80093595346418,0.210918073709015,0.707221292850349,-1.34741778418219,1.22834570535146
"R12182",9.16107950094142,4.43008449396289,2.43480434781865,0.941347350936086,-0.605833348729533,-0.0691618410283048,0.661792833348379,-2.49538971998192,-0.375808504231956,-1.53312031784396,-1.17221648231246,1.05000742968895,0.885612927971836,0.0878442278890031
"R12183",-20.7356364684112,1.17194597883973,3.76244755763244,2.57648903386976,-0.724798566605903,1.15547789450706,1.16668119062601,-2.28448884548133,-1.3236470229699,0.546390914010709,-0.243544497618343,0.264182503687136,0.764657795086682,1.71514103312713
"R12184",9.46776644879584,3.88506811772534,2.99158953629408,0.952716335539864,-0.234519882760259,0.961634428166269,1.66130703942246,-3.74954663134077,-0.575380828909561,-4.66415422417151,-0.284572658582561,1.95042291207798,1.68472941788863,0.448743940637783
"R12186",-42.5137487578392,-1.62798323628472,2.7480471391796,3.88420623074873,-1.19153792710133,-2.19860622305282,-1.72263948645573,-2.00711065782026,-0.213745225683211,-0.986523737883903,2.23652870305959,0.0200560838211282,-1.19072552030423,1.49833747704886
"R12187",12.4408559417097,4.26032129285549,4.24163278698519,-1.33139376316011,-1.05943525626125,-0.29581334260302,0.814334086895441,-1.23211183822891,-0.160320954037269,2.24802773819651,-1.07311322141337,0.0421514266387246,-1.87253964047007,1.10580498242875
"R12188",-9.73610874141118,4.68270600357585,2.14987259491419,3.69189961754926,-1.20408744994269,-3.12776089415187,-2.19785434908004,-1.43066207250193,-2.07655974661585,-0.835413377971011,1.55575409365261,-0.872397175205031,-3.10524955977132,1.11019784483534
"R12189",-5.50777351984249,3.84186332072963,5.97671922706895,5.82695188053001,-2.70508339061924,-4.31469864581361,0.45325835485441,0.763545841045034,-0.0552589818685343,1.6195700923553,-0.598101431593502,-0.12852679128978,-1.00403115344404,-1.3716934460491
"R2216",16.4164722201045,5.97243504221813,-5.26616811125839,0.794193323636042,3.41327109641014,-3.07549745270207,2.90200537551942,-0.902545436431748,0.0326491995935235,-1.38050676731826,-0.643585998797951,-0.463141632183217,-1.41952264415273,-0.631447815035158
"R2225",15.56266661194,4.16340629812356,-5.77566774248677,-1.70868617064827,5.2811174594836,-2.40109952515127,5.57696938330885,0.786200764571791,-0.0127763232131477,2.28073359439752,-1.25914913062483,-2.81720724123058,-3.06801190732982,-0.198698923779421
"R2272",8.14235795527287,7.80946194523521,-5.45669476926976,2.27367488707888,3.41918964242407,-3.74504447290367,2.30695936904569,2.2930112272365,-1.29936005668461,1.12640039575224,-3.68223822863484,-2.68916502835204,-2.62102529138478,-2.03894319081885
"R2279",26.013547240436,5.21860639424361,-5.82525393146542,-4.49632048526901,4.42411536519386,-4.22759918534868,3.10599785806046,0.0214221929437042,-0.536965480043922,-0.000925640353005491,-3.14471159173389,-2.70555576032635,-1.65251508558701,-1.14731622554433
"R2292",30.6043555711093,3.98247771867261,6.05240560926118,-4.38877014205693,3.83182869155551,0.630037384141481,-0.577413311714028,-0.0738123376238705,-0.827968653703505,0.353708855014408,-2.90308156606849,-3.82496036700451,-1.78918309917838,-1.89308518004886
"R2308",13.4468515825753,3.40710975558582,3.009996591676,-0.238625557420018,-1.79653185405883,1.20810013810289,4.74057297797721,-3.76303593072938,0.880251156389052,-1.68369664758707,-0.414074524258023,1.30830851373897,0.565651929034605,-1.60751644834602
"R2346",-32.8947430472593,-2.08245551656559,3.9815119930439,-5.63199507534487,3.74813349464934,1.80492154704174,6.34188480808472,-0.678055133047058,-1.35158248359046,4.67671481877409,-5.71106286941837,-7.84672697875489,-1.40464524486286,-0.98090680983924
"R2442",-8.34108412378339,-3.74444022946684,4.29595839451661,-8.51607763580948,2.48674718475388,10.4852467440973,1.63964007956338,-1.08160201447152,0.155715498922105,-0.464472419664014,-3.34931623923102,-1.69733010277839,-2.21509006441508,1.64909057708789
"R2538",-22.3381873693433,-11.3809822006294,-2.76803693734114,-14.5310421672527,2.37932904890231,0.564773994527312,8.77694761065349,-2.36013856898106,-1.25279105027734,0.123585228090406,-5.36970776731957,-6.85950634650988,-0.822784066233421,-3.8495742194215
"R2725",-31.18081359164,-5.09308515613716,4.72222585987402,-3.31342407848807,5.63674984507472,1.46510129583666,5.55960279618762,-0.713468657201812,-3.89936134397437,0.798300851862094,-3.10664841662853,-8.92103113600251,-2.42396006429104,-2.17315654908138
"R2730",-44.5124659266829,-2.77613059439623,-8.68114340048993,-1.48572352078491,8.82431322414289,1.47477093912068,4.20970380994303,1.32036008664451,-1.55328467224721,1.33970004907107,-6.15708054257238,-5.59357397722225,-1.69470386216688,1.98931565604556
"R3722",-30.8724517297243,-8.12035265475355,-7.82549529133854,-5.36199048434228,11.3783009947961,2.84665874311467,7.40072084267038,1.48245727615245,-2.76281743811133,-6.09898262211516,-1.63980648385001,-6.99827278493399,-0.869604256570155,-4.34338408168957
"R3758",15.6067671128908,3.61151295683355,-0.871367513119657,-1.86092166800519,7.72122632728077,1.28668268581363,0.403053115991038,-0.559344507946483,-0.543356090589135,-1.15740282600202,-0.251115830104269,-2.96920791815501,0.811960744134399,-1.98193102648557
"R3807",12.0046642140378,1.76538442887777,-6.89084449971707,-7.47341966508014,2.70829548661379,-5.36564739351812,2.2058791032579,0.0391809086403034,-2.46260320576055,-1.33086871385622,-3.82194486811,-1.32099087627012,-0.463066292671629,-0.720787927038833
"R3854",24.560720596699,4.34525352218055,3.766590717822,-1.43461451354206,1.83550035361823,-2.11767804179463,4.82258398943797,-0.82681384039079,-0.708037027079707,-0.411207861212406,-4.45572473262214,-1.96531420602368,-1.31216619513673,-2.48967794574079
"R3860",4.62800170314735,-31.8094844594472,0.520954442903378,10.2436965569634,-3.78673872747001,-1.1005720115347,-0.670201559967629,-1.82596710305807,-1.999352438246,-1.62454206537867,-0.15636782431847,1.15505945530614,-0.342023204218515,-0.0907941601887375
"R4709",-8.88418284905027,2.68676605279494,3.94934746907971,0.983854613589439,-5.0318841813846,-3.87181445450512,2.82062735328952,0.605365537726679,1.52009310368407,3.19628767266387,-0.068848440420172,0.616142708011014,1.14442229474049,0.540460843963992
"R4710",2.00710543907745,3.02811358063483,-6.57918095963224,0.870862185764559,1.72394634689637,-0.307914382563783,2.27961662779011,0.525954100895321,0.0884439642004914,-1.29045534335176,0.214556106106879,2.87927747271086,-0.849221859702842,-0.649526734994191
"R4711",-8.43368089375797,5.82831784448792,-0.760120244815512,4.12847583969011,1.93113583046605,-1.95488152027752,-5.932226440725,-9.35896843640628,6.85672596178389,0.920837790391859,0.0777905716198034,-1.76671487463027,0.117949339999748,-0.774189145315934
"R4712",4.36752959190741,1.57810515733,5.80406597040063,-2.36966971751073,-0.0271250557029127,-0.0658327330555261,-2.65950786382055,1.42104152372383,-0.91153237359414,-0.0476031691073054,-1.23748653331543,0.279024932999463,-2.13141534879522,-4.29284034110896
"R4714",-33.3339206931762,0.100186632744345,-2.58488455076769,2.44342462984287,0.481454652462835,-1.97593336741012,-6.44675120435807,-8.79104446233073,8.60422622718612,3.30859058276763,-0.79731119268889,-0.781873946931139,-1.50724221067316,1.03245439367239
"R4715",14.1969811772578,3.04367745732757,-0.950181076193291,-0.494382125518409,5.45647210576674,2.25530483200923,-3.23844839492368,-0.124806342152759,-1.04771790024992,1.55714188676538,2.25087903694669,1.84478252683418,0.989864557782249,0.258347962452895
"R4716",7.09612369836822,-0.640086303947544,0.0395219091519629,-5.92328608935162,2.23503301653251,-2.56978964443067,-1.5184978225374,1.38913820958369,2.72517934769682,2.31120239691266,2.48065998326904,-0.934173133583217,3.40133625430842,-0.928649936940875
"R4717",14.0404774272158,3.18635126562463,0.967258349937099,-0.38490065359517,4.72342969292123,-1.50851271603223,-1.64556277362502,2.89143235547333,3.02159496337494,3.38245855489196,0.556530994959972,0.486970531669408,0.908978683687276,-1.4874752388629
"R4718",-11.0583816439486,1.35440428124517,3.62055171414525,1.15682601521176,-4.28900902447889,-2.3314261674833,1.95879772588196,-1.22605960380452,-0.183066995225645,1.18825715127202,1.23154492781024,1.36719504893619,-0.060334216518785,0.483735849736366
