term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	0.645256033885293	0.670937521541489	-0.652978966184761	0.513769838762791	0.172044528468186	2.38876012489475	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
h2_categoryNon-heritable	1.39252519574125	0.10737653632143	3.08371640480187	0.00204432368715178	1.12495166351268	1.71419000324472	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
h2_categoryLow prediction	0.436709617045893	0.808450440087305	-1.02478365471048	0.30546528051818	0.0640247465196728	1.77184625023802	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_vmr_length	1.01719233125048	0.0494257542221598	0.344885287605258	0.730180611585945	0.923352718967587	1.1207976027331	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_num_snps	0.886688084859122	0.0991884371305865	-1.21245997808964	0.22533635374996	0.730750117214831	1.07814426579733	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
methylation_variance	1.16540367941309e-29	12.0502373465434	-5.52867949800221	3.22650187295273e-08	1.8275417846945e-40	5.99754187593374e-20	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_min_distance	0.977453720152306	0.00892439546703249	-2.55528046021755	0.0106102269033343	0.960465489807775	0.994670346228069	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_stateGenic/other	1.07636608245489	0.165675156866743	0.44418626544651	0.656907921353769	0.784709173661098	1.50425517784844	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_stateIntergenic	0.854161215790101	0.19600557613406	-0.804238985681493	0.421258967485495	0.58393520097981	1.26094527893747	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_statePromoter	1.32419177463166	0.175053174076445	1.60409711732015	0.108692647217664	0.946580848834356	1.88247135737772	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	shared	window_250kb
(Intercept)	1.88264065062498	0.240422872973863	7.83053886403583	5.903742643276e-15	1.41130490200329	2.35397639924668	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
h2_categoryNon-heritable	0.216731143889921	0.0417606168281299	5.18984536990678	2.18903270140697e-07	0.134861763692762	0.29860052408708	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
