"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0008270","zinc ion binding",0.0865557909342359,5,2.75077190705981,0.0305119647577523,0.498791801333199,114444,3,387,2.5693023255814,0.108967319573851,0.331104528124317
"GO:0140677","molecular function activator activity",0.107389672287156,5,2.21711485866705,0.0672357440417591,0.498791801333199,23900,3,521,1.90848368522073,0.205480692432754,0.333841460728521
"GO:0046914","transition metal ion binding",0.109395116672243,5,2.17647044345308,0.0717283578188772,0.498791801333199,114444,3,512,1.94203125,0.198405104734508,0.333841460728521
"GO:0140110","transcription regulator activity",0.233805560274329,8,1.62935552304831,0.0950079621587046,0.498791801333199,55964,7,958,2.42179540709812,0.0199681498460462,0.186565828076641
"GO:0060090","molecular adaptor activity",0.142101376289219,5,1.67553083800289,0.168240619405344,0.508319200445231,91906,3,576,1.72625,0.249981172070937,0.374971758106406
"GO:0003677","DNA binding",0.265593236631129,8,1.43434518809479,0.169737819422276,0.508319200445231,55964,7,1134,2.04592592592593,0.0455267610899563,0.239015495722271
"GO:0003676","nucleic acid binding",0.354775711050804,10,1.34222964356849,0.17418578521908,0.508319200445231,86048,9,1724,1.73025522041763,0.0580551918100357,0.24383180560215
"GO:0046872","metal ion binding",0.375450902320907,10,1.26831623854632,0.230948580846431,0.508319200445231,102214,9,2008,1.48553784860558,0.128436458482083,0.331104528124317
"GO:0042802","identical protein binding",0.202175713558377,6,1.4131978598497,0.238733275035731,0.508319200445231,67832,4,989,1.3405055611729,0.348583689798562,0.488017165717987
"GO:0043169","cation binding",0.382853653325965,10,1.24379243100769,0.25328033774642,0.508319200445231,102214,9,2050,1.45510243902439,0.141901940624707,0.331104528124317
"GO:0003700","DNA-binding transcription factor activity",0.169499569410256,5,1.40469523859942,0.277060125632786,0.508319200445231,26478,6,710,2.8009014084507,0.0166986791896782,0.186565828076641
"GO:0097159","organic cyclic compound binding",0.48736944944252,12,1.17247515633613,0.290468114540132,0.508319200445231,77788,11,2637,1.38257110352673,0.13769261899491,0.331104528124317
"GO:0043565","sequence-specific DNA binding",0.190916830416968,5,1.24711497449037,0.372443510625868,0.595063981871873,26478,6,788,2.52365482233503,0.0266522611538058,0.186565828076641
"GO:0098772","molecular function regulator activity",0.206718601304873,5,1.15178429320006,0.44474893643561,0.595063981871873,23900,3,997,0.997311935807422,0.593430851390172,0.733061639952566
"GO:0140096","catalytic activity, acting on a protein",0.208275017903339,5,1.14317713421462,0.451856091304869,0.595063981871873,219164,3,1067,0.931883786316776,0.641924654353818,0.733070516901289
"GO:0043167","ion binding",0.48737424333348,11,1.07475832170949,0.453382081426189,0.595063981871873,88754,11,2767,1.31761474521142,0.179363117666206,0.333841460728521
"GO:0036094","small molecule binding",0.496719257699173,11,1.05453838499404,0.487862542339823,0.602653728772722,88754,11,2843,1.28239183960605,0.20666376140337,0.333841460728521
"GO:0005515","protein binding",0.888195522899188,19,1.01865172862912,0.578059928411561,0.674403249813487,69620,19,6399,0.984116268166901,0.663254277196404,0.733070516901289
"GO:0003824","catalytic activity",0.418436862120567,7,0.796615603233561,0.844220504437903,0.920817230403893,140070,6,2443,0.814015554645927,0.791285368342854,0.791285368342854
"GO:0005488","binding",0.941157938548218,19,0.961328452647963,0.87696879086085,0.920817230403893,83382,22,7133,1.02224589934109,0.533421747300263,0.700116043331596
"GO:0003674","molecular_function",0.965061753919989,19,0.937517108192142,0.964560432502703,0.964560432502703,87672,23,7693,0.990916417522423,0.735910934255887,0.772706480968681
