cohort	tissue	modality	population	vmr_set	assay	n_control_pheno	n_rna_samples	n_model_samples_pre_pair_filter	n_features_total	n_features_assay_varying	n_pairs_before_constant_filter	n_pairs_after_constant_filter	n_features_linked	model
all_individuals	dlpfc	psi	EA	EA_only	counts	99	500	99	690907	497489	1905836	1388188	350651	feature ~ VMR_methylation + RNA_covariates
