sample_id	region	n_marker_coordinates	n_marker_coordinates_covered	marker_coverage_fraction	mean_marker_coverage	sample_qc_pass
Br1265	hippocampus	2842	2832	0.996481351161154	24.7311752287122	TRUE
Br1276	hippocampus	2842	2828	0.995073891625616	25.5999296270232	TRUE
Br1279	hippocampus	2842	2839	0.998944405348346	37.8434201266714	TRUE
Br1280	hippocampus	2842	2782	0.978888106966925	18.6030964109782	TRUE
Br1281	hippocampus	2842	2836	0.997888810696692	22.807881773399	TRUE
Br1283	hippocampus	2842	2835	0.997536945812808	38.4035890218156	TRUE
Br1297	hippocampus	2842	2806	0.987332864180155	21.0443349753695	TRUE
Br1298	hippocampus	2842	2838	0.998592540464462	25.0130190007037	TRUE
Br1303	hippocampus	2842	2807	0.987684729064039	21.8705137227305	TRUE
Br1314	hippocampus	2842	2834	0.997185080928923	27.585503166784	TRUE
Br1320	hippocampus	2842	2826	0.994370161857847	23.2751583391978	TRUE
Br1321	hippocampus	2842	2838	0.998592540464462	38.3332160450387	TRUE
Br1324	hippocampus	2842	2823	0.993314567206193	21.6386347642505	TRUE
Br1325	hippocampus	2842	2831	0.996129486277269	23.0745953553835	TRUE
Br1326	hippocampus	2842	2818	0.99155524278677	20.3219563687544	TRUE
Br1339	hippocampus	2842	2764	0.972554539057002	18.0499648135116	TRUE
Br1340	hippocampus	2842	2825	0.994018296973962	22.7410274454609	TRUE
Br1348	hippocampus	2842	2833	0.996833216045039	27.3898662913441	TRUE
Br1370	hippocampus	2842	2836	0.997888810696692	26.0344827586207	TRUE
Br1371	hippocampus	2842	2794	0.98311048557354	20.6027445460943	TRUE
Br1378	hippocampus	2842	2840	0.999296270232231	26.1396903589022	TRUE
Br1383	hippocampus	2842	2776	0.976776917663617	19.243842364532	TRUE
Br1389	hippocampus	2842	2841	0.999648135116115	27.1488388458832	TRUE
Br1390	hippocampus	2842	2830	0.995777621393385	22.8321604503871	TRUE
Br1399	hippocampus	2842	2841	0.999648135116115	24.5717804363125	TRUE
Br1410	hippocampus	2842	2839	0.998944405348346	27.7811400422238	TRUE
Br1416	hippocampus	2842	2832	0.996481351161154	24.5795214637579	TRUE
Br1420	hippocampus	2842	2791	0.982054890921886	19.6724137931035	TRUE
Br1425	hippocampus	2842	2834	0.997185080928923	23.3455313159747	TRUE
Br1446	hippocampus	2842	2834	0.997185080928923	23.7262491203378	TRUE
Br1447	hippocampus	2842	2798	0.984517945109078	21.4915552427868	TRUE
Br1453	hippocampus	2842	2837	0.998240675580577	22.8282899366643	TRUE
Br1455	hippocampus	2842	2832	0.996481351161154	24.524278676988	TRUE
Br1459	hippocampus	2842	2829	0.9954257565095	23.5084447572132	TRUE
Br1463	hippocampus	2842	2838	0.998592540464462	27.0749472202674	TRUE
Br1464	hippocampus	2842	2836	0.997888810696692	40.2216748768473	TRUE
Br1473	hippocampus	2842	2838	0.998592540464462	38.18296973962	TRUE
Br1474	hippocampus	2842	2841	0.999648135116115	36.2568613652358	TRUE
Br1494	hippocampus	2842	2835	0.997536945812808	37.8866995073892	TRUE
Br1497	hippocampus	2842	2839	0.998944405348346	39.1161154116819	TRUE
Br1498	hippocampus	2842	2835	0.997536945812808	26.1118930330753	TRUE
Br1499	hippocampus	2842	2741	0.964461646727657	17.3416608022519	TRUE
Br1503	hippocampus	2842	2835	0.997536945812808	38.8240675580577	TRUE
Br1504	hippocampus	2842	2837	0.998240675580577	37.311048557354	TRUE
Br1509	hippocampus	2842	2834	0.997185080928923	26.8138634764251	TRUE
Br1522	hippocampus	2842	2798	0.984517945109078	20.9370161857847	TRUE
Br1524	hippocampus	2842	2832	0.996481351161154	24.8881069669247	TRUE
Br1527	hippocampus	2842	2735	0.962350457424349	18.3919774806474	TRUE
Br1528	hippocampus	2842	2793	0.982758620689655	18.7382125263899	TRUE
Br1529	hippocampus	2842	2839	0.998944405348346	34.6379310344828	TRUE
Br1536	hippocampus	2842	2835	0.997536945812808	24.4349049964814	TRUE
Br1538	hippocampus	2842	2827	0.994722026741731	24.8149190710767	TRUE
Br1539	hippocampus	2842	2789	0.981351161154117	22.5612244897959	TRUE
Br1552	hippocampus	2842	2835	0.997536945812808	24.8729767769177	TRUE
Br1556	hippocampus	2842	2837	0.998240675580577	27.5534834623505	TRUE
Br1563	hippocampus	2842	2818	0.99155524278677	21.9788881069669	TRUE
Br1565	hippocampus	2842	2834	0.997185080928923	23.7667135819845	TRUE
Br1568	hippocampus	2842	2827	0.994722026741731	21.9503870513723	TRUE
Br1571	hippocampus	2842	2814	0.990147783251231	21.3173821252639	TRUE
Br1573	hippocampus	2842	2783	0.979239971850809	27.5190007037298	TRUE
Br1576	hippocampus	2842	2828	0.995073891625616	24.4922589725545	TRUE
Br1578	hippocampus	2842	2787	0.980647431386348	21.3592540464462	TRUE
Br1579	hippocampus	2842	2835	0.997536945812808	38.868754398311	TRUE
Br1581	hippocampus	2842	2840	0.999296270232231	37.1583391977481	TRUE
Br1585	hippocampus	2842	2835	0.997536945812808	37.6942294159043	TRUE
Br1587	hippocampus	2842	2837	0.998240675580577	25.5038705137227	TRUE
Br1588	hippocampus	2842	2836	0.997888810696692	30.4711470795215	TRUE
Br1590	hippocampus	2842	2839	0.998944405348346	40.4380717804363	TRUE
Br1594	hippocampus	2842	2785	0.979943701618578	18.0545390570021	TRUE
Br1602	hippocampus	2842	2814	0.990147783251231	20.4239971850809	TRUE
Br1605	hippocampus	2842	2781	0.97853624208304	18.5270935960591	TRUE
Br1611	hippocampus	2842	2821	0.992610837438424	23.5133708655876	TRUE
Br1613	hippocampus	2842	2820	0.992258972554539	22.7076002814919	TRUE
Br1615	hippocampus	2842	2831	0.996129486277269	22.9588318085855	TRUE
Br1637	hippocampus	2842	2836	0.997888810696692	34.2237860661506	TRUE
Br1644	hippocampus	2842	2810	0.988740323715693	20.9039408866995	TRUE
Br1648	hippocampus	2842	2801	0.985573539760732	20.5809289232935	TRUE
Br1649	hippocampus	2842	2820	0.992258972554539	24.5837438423645	TRUE
Br1654	hippocampus	2842	2761	0.971498944405348	21.2702322308234	TRUE
Br1657	hippocampus	2842	2837	0.998240675580577	37.2343420126671	TRUE
Br1663	hippocampus	2842	2829	0.9954257565095	22.4162561576355	TRUE
Br1664	hippocampus	2842	2764	0.972554539057002	18.5478536242083	TRUE
Br1665	hippocampus	2842	2838	0.998592540464462	35.411681914145	TRUE
Br1669	hippocampus	2842	2836	0.997888810696692	39.4356087262491	TRUE
Br1676	hippocampus	2842	2835	0.997536945812808	38.8648838845883	TRUE
Br1678	hippocampus	2842	2839	0.998944405348346	38.9827586206897	TRUE
Br1682	hippocampus	2842	2800	0.985221674876847	20.612948627727	TRUE
Br1684	hippocampus	2842	2839	0.998944405348346	37.4162561576355	TRUE
Br1688	hippocampus	2842	2739	0.963757916959887	17.5721323011963	TRUE
Br1693	hippocampus	2842	2786	0.980295566502463	20.3230119634061	TRUE
Br1695	hippocampus	2842	2798	0.984517945109078	22.1154116819141	TRUE
Br1700	hippocampus	2842	2839	0.998944405348346	40.6632653061225	TRUE
Br1703	hippocampus	2842	2839	0.998944405348346	37.7083040112597	TRUE
Br1721	hippocampus	2842	2836	0.997888810696692	37.3289936664321	TRUE
Br1722	hippocampus	2842	2827	0.994722026741731	23.0175932441942	TRUE
Br1733	hippocampus	2842	2793	0.982758620689655	19.0992258972555	TRUE
Br1738	hippocampus	2842	2818	0.99155524278677	21.8634764250528	TRUE
Br1740	hippocampus	2842	2829	0.9954257565095	21.9581280788177	TRUE
Br1753	hippocampus	2842	2825	0.994018296973962	22.1910626319493	TRUE
Br1761	hippocampus	2842	2808	0.988036593947924	20.622097114708	TRUE
Br1832	hippocampus	2842	2779	0.977832512315271	18.9387755102041	TRUE
Br1840	hippocampus	2842	2836	0.997888810696692	39.3856439127375	TRUE
Br1880	hippocampus	2842	2806	0.987332864180155	20.3360309641098	TRUE
Br1883	hippocampus	2842	2789	0.981351161154117	19.3866995073892	TRUE
Br1884	hippocampus	2842	2822	0.992962702322308	22.161505981703	TRUE
Br1898	hippocampus	2842	2840	0.999296270232231	37.1966924700915	TRUE
Br1905	hippocampus	2842	2840	0.999296270232231	39.5981703026038	TRUE
Br1912	hippocampus	2842	2827	0.994722026741731	23.9310344827586	TRUE
Br1936	hippocampus	2842	2839	0.998944405348346	37.2885292047854	TRUE
Br1941	hippocampus	2842	2838	0.998592540464462	33.2448979591837	TRUE
Br1946	hippocampus	2842	2840	0.999296270232231	38.051724137931	TRUE
Br1958	hippocampus	2842	2838	0.998592540464462	26.1854327938072	TRUE
Br1960	hippocampus	2842	2838	0.998592540464462	40.7610837438424	TRUE
Br1974	hippocampus	2842	2836	0.997888810696692	39.1199859254046	TRUE
Br2003	hippocampus	2842	2777	0.977128782547502	22.6717100633357	TRUE
Br2009	hippocampus	2842	2836	0.997888810696692	26.0665024630542	TRUE
Br2020	hippocampus	2842	2648	0.93173821252639	15.9707952146376	TRUE
Br2038	hippocampus	2842	2741	0.964461646727657	16.7871217452498	TRUE
Br2044	hippocampus	2842	2691	0.946868402533427	16.2579169598874	TRUE
Br2046	hippocampus	2842	2794	0.98311048557354	19.1059113300493	TRUE
Br2064	hippocampus	2842	2822	0.992962702322308	19.0545390570021	TRUE
Br2074	hippocampus	2842	2766	0.973258268824771	19.8286418015482	TRUE
Br2076	hippocampus	2842	2702	0.950738916256158	16.9609429978888	TRUE
Br2084	hippocampus	2842	2693	0.947572132301196	17.3916256157635	TRUE
Br2242	hippocampus	2842	2827	0.994722026741731	23.3230119634061	TRUE
Br2257	hippocampus	2842	2754	0.969035890218156	18.984869809993	TRUE
Br2263	hippocampus	2842	2806	0.987332864180155	20.3099929627023	TRUE
Br2267	hippocampus	2842	2753	0.968684025334272	18.6375791695989	TRUE
Br2271	hippocampus	2842	2730	0.960591133004926	17.9771287825475	TRUE
Br2285	hippocampus	2842	2773	0.975721323011964	18.6400422237861	TRUE
Br2288	hippocampus	2842	2808	0.988036593947924	20.5137227304715	TRUE
Br2292	hippocampus	2842	2776	0.976776917663617	18.9331456720619	TRUE
