"quintile","n_vmrs","h2_min","h2_max","h2_mean","h2_sd"
"Q1",991,0.0114161134972332,0.103264267618134,0.0827572702009881,0.0199844475870731
"Q2",991,0.103273140917356,0.116282902063694,0.109497535887451,0.00372578365387691
"Q3",990,0.11628347814984,0.13518836412616,0.125067607295981,0.00542165591162217
"Q4",991,0.135234486833016,0.174987806090194,0.151250704607289,0.0112036165476338
"Q5",991,0.175248048049883,0.787118696169704,0.320950392693673,0.156191427145453
