"quintile","n_vmrs","h2_min","h2_max","h2_mean","h2_sd"
"Q1",1439,0.0065022177960695,0.0599085188985823,0.0443762005230392,0.0116224104374581
"Q2",1439,0.0599278473723091,0.0833304176499013,0.0715799405739796,0.0066660164842021
"Q3",1438,0.0833309039628978,0.119853736904743,0.0989185069237004,0.0103537522678578
"Q4",1439,0.119978742362675,0.330284398268586,0.19149642918651,0.060910960818005
"Q5",1439,0.33037216806123,1.01949255185383,0.569193905013345,0.145969561986335
