"quintile","n_vmrs","h2_min","h2_max","h2_mean","h2_sd"
"Q1",993,0.0031983384614524,0.116291422675846,0.0970908873899583,0.0509355157827363
"Q2",993,0.116298444019192,0.147612589517755,0.14957165419535,0.0697480757409526
"Q3",993,0.147615830522407,0.187216280974558,0.151894837232172,0.077790506329483
"Q4",993,0.187429014115708,0.269154190556654,0.176214589272537,0.0985033659638935
"Q5",993,0.269169561639427,0.803729430239387,0.377161911505728,0.200383473476933
