"quintile","n_vmrs","h2_min","h2_max","h2_mean","h2_sd"
"Q1",993,0.0065185428507576,0.104885810237658,0.0825745343867499,0.0210159164782038
"Q2",993,0.104918265304429,0.120706896772103,0.112530481195411,0.00451585608605221
"Q3",993,0.120724873571734,0.147417628804887,0.132866375645522,0.00770421841244874
"Q4",993,0.147451567504253,0.235695957459776,0.178421046895572,0.0244693069261986
"Q5",993,0.236032239983621,0.82568009657015,0.445541441472491,0.151340401900487
