"quintile","n_vmrs","h2_min","h2_max","h2_mean","h2_sd"
"Q1",991,0.0065036218737795,0.11265553117767,0.09502538192438,0.0488187770425022
"Q2",991,0.112692928058868,0.144426562149787,0.146892415625708,0.0670944420071605
"Q3",990,0.144484202608751,0.177134870244937,0.145218117486254,0.0661065002365526
"Q4",991,0.177166527024089,0.235126156249112,0.152060533399487,0.0701434303194759
"Q5",991,0.235170754279315,0.837824725111928,0.250347395761348,0.178034836129065
