cohort	tissue	population	modality	run_tag	bin_type	h2_bin	n_vmrs	n_any_fdr10	prop_any_fdr10	median_max_abs_beta	median_pairs_tested
BA_only	hippocampus	AA	psi	window_250kb	h2_quintile	Q1	1944	13	0.00668724279835391	2.70640940447894	49
BA_only	hippocampus	AA	psi	window_250kb	h2_quintile	Q2	1943	6	0.00308800823468863	2.61174184012225	48
BA_only	hippocampus	AA	psi	window_250kb	h2_quintile	Q3	1943	11	0.00566134843026248	2.69927515404435	51
BA_only	hippocampus	AA	psi	window_250kb	h2_quintile	Q4	1943	9	0.00463201235203294	2.58794956156347	50
BA_only	hippocampus	AA	psi	window_250kb	h2_quintile	Q5	1943	10	0.00514668039114771	2.38618155195045	47
BA_only	hippocampus	AA	psi	window_250kb	h2_tertile	T1	3239	17	0.00524853349799321	2.66746781316376	49
BA_only	hippocampus	AA	psi	window_250kb	h2_tertile	T2	3238	13	0.00401482396541075	2.67213483526612	49
BA_only	hippocampus	AA	psi	window_250kb	h2_tertile	T3	3239	19	0.00586600802716888	2.45745712498273	48
