tissue	comparison	annotation	estimate	std_error	z_value	p_value	or	ci_lo_log	ci_hi_log	ci_lo_or	ci_hi_or	n_vmrs	n_in_peak	fdr
Caudate	All_VMRs	H3K27me3	-1.93333636473486	0.233689510862892	-8.27309859820437	1.30521673812783e-16	0.144664738101423	-2.40086135954086	-1.48409297048143	0.0906398461588099	0.22670787818569	7134	873	5.4216695276079e-16
Caudate	Intergenic_VMRs	H3K27me3	-2.37428902188576	0.393412863250753	-6.03510775490947	1.58856648130781e-09	0.0930806439913137	-3.166645141173	-1.62166852072196	0.0421447506860767	0.197568776321369	1649	238	4.51487315740114e-09
Caudate	All_VMRs	H3K9me3	2.14327423983048	0.184488806700996	11.6173673522866	3.36341330391886e-31	8.5273124356055	1.78232068418414	2.50574578202832	5.94363372279878	12.2526933977646	7134	579	2.59463312016598e-30
Caudate	Intergenic_VMRs	H3K9me3	1.40154462981388	0.294978690315934	4.75134196410178	2.02071058445463e-06	4.06146858971925	0.824411308231756	1.98170708252266	2.28053783623108	7.2551175042847	1649	259	4.74427702437175e-06
Caudate	All_VMRs	H3K27me3_broad	-0.548157127121429	0.13144563565558	-4.17021930311734	3.04306661209014e-05	0.578014035853272	-0.806876989597198	-0.291529872879892	0.446249534245142	0.747119694652703	7134	2223	6.70709433377395e-05
Caudate	Intergenic_VMRs	H3K27me3_broad	-0.809214525725489	0.234425839328007	-3.45189987607654	0.000556654245789955	0.44520762805771	-1.27126086554205	-0.35184814756906	0.280477754000088	0.70338692488143	1649	641	0.000910888765838108
Caudate	All_VMRs	H3K9me3_broad	1.85973244204606	0.133942987843884	13.8845076698875	7.86388528974337e-44	6.42201827947028	1.59776043340087	2.12288828707941	4.9419521905051	8.35523498794731	7134	2127	8.49299611292284e-43
Caudate	Intergenic_VMRs	H3K9me3_broad	1.7788069867836	0.258102729871438	6.89185653971824	5.50688957964181e-12	5.92278623975936	1.27439415177465	2.28673787464031	3.57653391685549	9.84277688133829	1649	718	1.98248024867105e-11
Caudate	All_VMRs	Polycomb	-0.946884021433631	0.195259127433618	-4.8493713655232	1.23853355644758e-06	0.387947979642567	-1.33461012278636	-0.568726502218553	0.263260794835402	0.56624609286942	7134	933	3.04003691128043e-06
Caudate	Intergenic_VMRs	Polycomb	-1.8601144046249	0.335355963752502	-5.54668652321236	2.91134026021365e-08	0.155654821717829	-2.53010315191558	-1.21373664518051	0.0796508037291463	0.297085101204636	1649	306	7.86061870257687e-08
Caudate	All_VMRs	Het	2.90207367157893	0.347697253907833	8.34655332753422	7.02839144713814e-17	18.2118716806378	2.23138102010246	3.59660334300003	9.31271825400253	36.4741336776514	7134	147	3.16277615121216e-16
Caudate	Intergenic_VMRs	Het	1.83483360807817	0.520820129504307	3.52296983955762	0.000426739919544314	6.264091764449	0.833785740635257	2.88249475505124	2.30201710469602	17.8587709100013	1649	69	0.000743353408238482
Caudate	All_VMRs	Quies	3.96014201295128	0.146916235380633	26.9551013384687	4.97057368230508e-160	52.4647760977697	3.6743683456578	4.25037280714002	39.4237468099007	70.131553017376	7134	2422	2.68410978844474e-158
Caudate	Intergenic_VMRs	Quies	3.66357321119564	0.300879034591173	12.1762329375113	4.16058981233951e-34	39.000451040182	3.08431003269557	4.26482181988067	21.8523842087838	71.1522409290723	1649	968	3.74453083110556e-33
Caudate	All_VMRs	BroadRepressive	3.85946482197459	0.158702835330275	24.3188145564174	1.23981962955256e-130	47.4399557520266	3.55171779756483	4.17397422640015	34.8731711130936	64.9731577166904	7134	3332	3.34751299979191e-129
Caudate	Intergenic_VMRs	BroadRepressive	4.76018508563138	0.477860058372435	9.96146257095501	2.24731952677326e-23	116.767535892184	3.86126686428905	5.73857190563963	47.525521633202	310.620498700117	1649	1269	1.34839171606395e-22
Caudate	All_VMRs	Bivalent	-4.54472499031904	0.738095676296245	-6.15736568614576	7.39649257299101e-10	0.010623093768203	-6.11092929972531	-3.20357685790584	0.00221848821407258	0.0406166638102262	7134	205	2.2189477718973e-09
Caudate	Intergenic_VMRs	Bivalent	-6.46425289734322	1.71762019714038	-3.76349376195353	0.000167555908482527	0.00155815492617094	-10.4682926534984	-3.5918786276614	2.84235465199355e-05	0.0275465321064171	1649	35	0.000335111816965054
DLPFC	All_VMRs	H3K27me3	-0.0833604771877093	0.340780130628202	-0.244616600838906	0.806753308899431	0.920019441416649	-0.759267983799456	0.577457619980862	0.468008891740504	1.78150340964659	4917	1228	0.83778228231864
DLPFC	Intergenic_VMRs	H3K27me3	-0.542565083948099	0.663140738940551	-0.818174864079251	0.413257345757403	0.581255369689302	-1.86836267137186	0.738602914753787	0.15437621960252	2.09300935843073	811	301	0.455426462671423
DLPFC	All_VMRs	H3K9me3	1.96229631487073	0.512545415026655	3.82853159415869	0.000128910084665972	7.11564808739973	0.931473651305175	2.94387124999173	2.53824691375888	18.9892162071071	4917	266	0.000267736329690865
DLPFC	Intergenic_VMRs	H3K9me3	1.94779072608874	0.817651152889557	2.38217816877687	0.0172105682657563	7.01317642499182	0.3043861461255	3.52262814545525	1.35579248903899	33.8733356352899	811	88	0.0251181266581309
DLPFC	All_VMRs	H3K27me3_broad	-0.00463721490243823	0.294789754523275	-0.0157305836830639	0.987449327762283	0.995373520378242	-0.582290030795804	0.573935953319018	0.558617649064405	1.77524058274793	4917	2423	0.987449327762283
DLPFC	Intergenic_VMRs	H3K27me3_broad	0.0278894438795771	0.645480112814216	0.0432072860587175	0.965536297079407	1.02828199526893	-1.22266731500464	1.31497935096625	0.294443744354569	3.72467407353649	811	525	0.983753963062038
DLPFC	All_VMRs	H3K9me3_broad	0.878025793125028	0.302656528104344	2.90106345508041	0.00371898560402735	2.4061447867838	0.284818995898756	1.47190976010819	1.32952135752255	4.35754907311732	4917	1817	0.00573786350335648
DLPFC	Intergenic_VMRs	H3K9me3_broad	1.10115228801624	0.660763750195197	1.66648410674913	0.0956170311481426	3.00762968363817	-0.180218299136575	2.41674292991398	0.835087892546063	11.2092903490865	811	378	0.129082992049993
DLPFC	All_VMRs	Polycomb	0.360478305464088	0.411244957884703	0.876553738964387	0.380729075554722	1.43401514783307	-0.461205512000482	1.15223676230513	0.630523084021666	3.16526494282255	4917	703	0.437433405956489
DLPFC	Intergenic_VMRs	Polycomb	-0.335265236146813	0.709831158949093	-0.472316876936164	0.636700625735275	0.715148377994736	-1.76605944045445	1.02550741801741	0.171005520315382	2.78851004188046	811	224	0.687636675794097
DLPFC	All_VMRs	Het	3.46562178262294	0.991125139478032	3.4966541000545	0.000471132292943703	31.9963483627097	1.4039606924194	5.31667522649187	4.07129321577902	203.705480267598	4917	43	0.000795035744342498
DLPFC	Intergenic_VMRs	Het	4.90058874609559	1.62521136759805	3.0153547063471	0.00256678883623816	134.368865546864	1.57640486125686	8.05861210412653	4.83753290914535	3160.90008840941	811	12	0.00407666462226061
DLPFC	All_VMRs	Quies	2.7599665397312	0.307258430994755	8.98255755194659	2.64544530776118e-19	15.7993142901129	2.15994973203179	3.36507994178184	8.6707017889465	28.9358103868342	4917	1458	1.29867315108276e-18
DLPFC	Intergenic_VMRs	Quies	1.7454355924918	0.660344835025244	2.64321836094179	0.00821220544615152	5.7283961784103	0.473990543962714	3.06928920941128	1.60639179685491	21.5265963337641	811	422	0.0123183081692273
DLPFC	All_VMRs	BroadRepressive	2.79159678270461	0.308631111143771	9.04509196224288	1.49539245136069e-19	16.3070378196536	2.19176416619579	3.40212143922625	8.95099022826119	30.0277345391046	4917	2156	8.0751192373477e-19
DLPFC	Intergenic_VMRs	BroadRepressive	4.09117895315471	1.1048148161603	3.70304497487939	0.000213027098320542	59.8103637714025	2.0400524751258	6.37476595524788	7.69101277515294	586.848066157408	811	646	0.000410837975332474
DLPFC	All_VMRs	Bivalent	-0.873111190208661	0.869913846196983	-1.00367547203169	0.315535063400065	0.417650136810285	-2.6686302780397	0.745488176566563	0.0693471465961971	2.1074700013687	4917	155	0.370410726600077
DLPFC	Intergenic_VMRs	Bivalent	-2.84999746842888	2.15899209638396	-1.3200592411627	0.18681523967138	0.0578444673120361	-7.67577870356628	0.857578494081115	0.000463929153616869	2.35744520893163	811	28	0.240191022434632
Hippocampus	All_VMRs	H3K27me3	-0.279596937144487	0.258096760551898	-1.0833027758528	0.278674053609461	0.756088431209143	-0.790222160719529	0.221965227593437	0.453743979995095	1.24852796278754	4922	1317	0.34200906579343
Hippocampus	Intergenic_VMRs	H3K27me3	-0.392813871695502	0.464662823081207	-0.845374004941325	0.397902053603542	0.675154401235897	-1.31529026702743	0.508825826462302	0.26839640530454	1.6633370015978	1074	358	0.447639810303985
Hippocampus	All_VMRs	H3K9me3	2.62651070154205	0.366099328892177	7.17431170794527	7.26718643336211e-13	13.8254445380446	1.9021661982631	3.33847512866681	6.70039311303562	28.1761289593947	4922	294	2.80305762429681e-12
Hippocampus	Intergenic_VMRs	H3K9me3	2.17897339428647	0.598283961571938	3.6420387880053	0.000270487304154901	8.83722925022362	0.995137309938723	3.34499440345388	2.70509575231165	28.3604169458281	1074	118	0.000503666014633263
Hippocampus	All_VMRs	H3K27me3_broad	0.522559529385112	0.226718696059327	2.30488062285067	0.0211732601219737	1.68633836324049	0.0786399922512374	0.967690902215215	1.08181479025007	2.63186021490776	4922	2281	0.0300883170154363
Hippocampus	Intergenic_VMRs	H3K27me3_broad	0.733463408548012	0.447814370528289	1.63787376381589	0.101448029989087	2.08227991947114	-0.137626405000334	1.6201698662242	0.871424190659847	5.05394873884289	1074	612	0.133614478522213
Hippocampus	All_VMRs	H3K9me3_broad	2.99774377067203	0.259457195042914	11.5539049521298	7.05408976834375e-31	20.0402704307102	2.48951203323127	3.50694530443272	12.0553920542406	33.3462494054856	4922	941	4.76151059363203e-30
Hippocampus	Intergenic_VMRs	H3K9me3_broad	3.17260638589543	0.476361936570367	6.6600753383804	2.73687254777245e-11	23.8696167832279	2.24645657437962	4.11606661904571	9.45417624319179	61.3175818960605	1074	339	9.23694484873201e-11
Hippocampus	All_VMRs	Polycomb	0.324929314417067	0.29215599582158	1.11217746362974	0.26606185562456	1.38393281842528	-0.254955639225985	0.890963770377718	0.77495087461921	2.43747768841626	4922	850	0.33412419078433
Hippocampus	Intergenic_VMRs	Polycomb	0.17381241650928	0.487594721292133	0.356469028312437	0.721489342563813	1.18983235197945	-0.795394268662442	1.11914543282538	0.451403225687153	3.06223619828578	1074	292	0.76392989212639
Hippocampus	All_VMRs	Het	2.21602539553516	0.626872235345182	3.53505111662015	0.000407696282940874	9.17080799757191	0.95726708420087	3.4216796513312	2.60456867114646	30.6208041254916	4922	83	0.000733853309293573
Hippocampus	Intergenic_VMRs	Het	1.04694502993251	1.04029698422043	1.00639052675623	0.314227748819035	2.84893440086853	-1.07465134466247	3.03290940737402	0.341416771331649	20.7575369529489	1074	32	0.370410726600077
Hippocampus	All_VMRs	Quies	3.65709319108198	0.245981525887023	14.8673489925485	5.36978973891169e-50	38.7485443945416	3.17778557713666	4.14233975733	23.9935627863694	62.9499368510869	4922	1481	9.66562153004103e-49
Hippocampus	Intergenic_VMRs	Quies	2.49309339181515	0.471710525114559	5.28521891939909	1.25554517689846e-07	12.0986441404414	1.58091018381293	3.43249334824585	4.85937672504621	30.9537250292642	1074	523	3.22854474059605e-07
Hippocampus	All_VMRs	BroadRepressive	3.80232661841298	0.261183273409448	14.5580785812888	5.1896024146005e-48	44.8053081732907	3.29599702199428	4.32014995743163	27.0043245580213	75.199904231044	4922	2314	7.00596325971067e-47
Hippocampus	Intergenic_VMRs	BroadRepressive	4.92878068680241	0.768847758057202	6.41060682710049	1.44941549622928e-10	138.21088719861	3.48548669064966	6.50393574158901	32.6383080043309	667.764616939669	1074	805	4.60402569390478e-10
Hippocampus	All_VMRs	Bivalent	-2.39199397781029	0.574223415757868	-4.1656155290242	3.10513626563609e-05	0.0914471583574834	-3.56007878280469	-1.30656082921121	0.0284365843120651	0.270749611173451	4922	308	6.70709433377395e-05
Hippocampus	Intergenic_VMRs	Bivalent	-2.12891902697834	1.15048230343173	-1.85045786504328	0.0642475855612903	0.118965823216903	-4.56168306019714	-0.0242177032020219	0.0104444654780228	0.976073192366504	1074	60	0.0889581953925558
