tissue	comparison	annotation	estimate	std_error	z_value	p_value	or	ci_lo_log	ci_hi_log	ci_lo_or	ci_hi_or	n_vmrs	n_in_peak	fdr
Caudate	All_VMRs	H3K27me3	-1.99593734671697	0.252029843220972	-7.91944843201365	2.38566482053789e-15	0.135886221948069	-2.50087202880904	-1.51212071750367	0.0820134493413604	0.220441986716392	7134	873	9.2018500220747e-15
Caudate	Intergenic_VMRs	H3K27me3	-2.63058381139468	0.429518048158112	-6.12450122334865	9.09681150382169e-10	0.0720363942922683	-3.4988135130429	-1.81190150947543	0.0302332334874995	0.163343242588703	1649	238	2.58540958529669e-09
Caudate	All_VMRs	H3K9me3	2.1299437948691	0.191763317607838	11.1071492788047	1.15797406925764e-28	8.41439386604058	1.75436112633708	2.50630355735301	5.77975402954697	12.2595295541454	7134	579	6.94784441554583e-28
Caudate	Intergenic_VMRs	H3K9me3	1.2723112630165	0.309453604691438	4.1114766276035	3.93136677677733e-05	3.5690921474463	0.665614574557223	1.87965960736941	1.94568592303211	6.55127447705636	1649	259	7.32047606710261e-05
Caudate	All_VMRs	H3K27me3_broad	-0.588396450536373	0.140139282562719	-4.19865465111852	2.68505448856538e-05	0.555216889026234	-0.864359212549797	-0.314916212941366	0.421321443640285	0.729850023693985	7134	2223	5.17831937080466e-05
Caudate	Intergenic_VMRs	H3K27me3_broad	-0.851668016486007	0.247411111880084	-3.44231918289425	0.000576749294248763	0.426702591059205	-1.33961975540964	-0.369256816580048	0.261945252911315	0.691247863740484	1649	641	0.00100466006094946
Caudate	All_VMRs	H3K9me3_broad	2.04534304562381	0.14353381645849	14.2499035843259	4.48900579885988e-46	7.73181044675893	1.76480023063269	2.32754099490367	5.84040550742633	10.252699070825	7134	2127	4.84812626276867e-45
Caudate	Intergenic_VMRs	H3K9me3_broad	1.98799616896755	0.275498739236827	7.21599007848313	5.35429612452743e-13	7.30088934610574	1.45013433861006	2.53075875079491	4.26368725451697	12.5630347338865	1649	718	1.92754660482987e-12
Caudate	All_VMRs	Polycomb	-1.13022888554016	0.212474164827893	-5.3193708818936	1.04126679385875e-07	0.322959327241851	-1.55304468445962	-0.719526514100644	0.211602728501911	0.486982780860487	7134	933	2.34285028618219e-07
Caudate	Intergenic_VMRs	Polycomb	-2.23015393813264	0.367889288133052	-6.06202466358869	1.34418595578559e-09	0.107511878684036	-2.968137304359	-1.52408579261488	0.0513989618416121	0.217820098611431	1649	306	3.62930208062109e-09
Caudate	All_VMRs	Het	2.74289701540311	0.34624312148764	7.92188160624882	2.33943015868118e-15	15.5319161823115	2.07154990534921	3.43084759525369	7.93711536704208	30.9028247398194	7134	147	9.2018500220747e-15
Caudate	Intergenic_VMRs	Het	1.51910178704781	0.523761473646475	2.9003694687043	0.00372723040757873	4.56812020710424	0.503441218616052	2.56299113820606	1.65440465430373	12.9745680584644	1649	69	0.00575058405740719
Caudate	All_VMRs	Quies	4.30306589547988	0.161695885128042	26.6120927695371	4.91833257684449e-156	73.9260962967574	3.98896741813982	4.62292943063911	53.9991020725453	101.791787771269	7134	2422	2.65589959149602e-154
Caudate	Intergenic_VMRs	Quies	4.03975121745834	0.330747462890251	12.2140051571577	2.61682859251506e-34	56.8122071618961	3.40473799206605	4.70260232127236	30.106406573068	110.233662926281	1649	968	2.01869634279733e-33
Caudate	All_VMRs	BroadRepressive	4.21561075644169	0.176618896422903	23.8684016366384	6.52296399206144e-126	67.7355231471285	3.87362325290127	4.56614152346092	48.1164085435971	96.1723143335586	7134	3332	1.76120027785659e-124
Caudate	Intergenic_VMRs	BroadRepressive	5.1144187390915	0.526106895596397	9.72125395409193	2.44748626412554e-22	166.40402870998	4.12699585070244	6.19356375753544	61.9914114656727	489.58777304743	1649	1269	1.20149325693435e-21
Caudate	All_VMRs	Bivalent	-4.54792413367586	0.774208592744103	-5.87428785510661	4.24664912675128e-09	0.0105891632715457	-6.18783952586966	-3.13965161782835	0.00205426013833077	0.0432978794840187	7134	205	1.09199548973604e-08
Caudate	Intergenic_VMRs	Bivalent	-7.65440589236731	2.05003432778226	-3.73379400951197	0.000188616777967181	0.000473951343506982	-12.4024664676488	-4.24650830723716	4.10844285907688e-06	0.0143141272867885	1649	35	0.000339510200340925
DLPFC	All_VMRs	H3K27me3	0.264434180918622	0.295844263658879	0.89382899518892	0.371413392969518	1.30269367826918	-0.324074162587894	0.836824982657985	0.723196606259094	2.30902413445364	4917	1228	0.409312718782734
DLPFC	Intergenic_VMRs	H3K27me3	-0.0663888985721963	0.534334890364085	-0.12424586110587	0.90112061161541	0.93576687511713	-1.13231669051414	0.968557231751023	0.322285754540931	2.63414126107222	811	301	0.90112061161541
DLPFC	All_VMRs	H3K9me3	2.3006422628929	0.408771074217787	5.62819242358414	1.82107873393218e-08	9.98059055971621	1.47696844332064	3.08278079041026	4.37964838303768	21.8189921575926	4917	266	4.27557615792774e-08
DLPFC	Intergenic_VMRs	H3K9me3	1.85102102463883	0.640550237161035	2.88973591336519	0.00385565581633684	6.36631637118977	0.565376353946633	3.08642592175509	1.76011008246048	21.898670380389	811	88	0.00578348372450526
DLPFC	All_VMRs	H3K27me3_broad	0.459316659410026	0.266143395890203	1.72582399752469	0.0843790811798815	1.58299189270391	-0.060586131185591	0.983512624645738	0.941212697761522	2.67383193359493	4917	2423	0.1035561450844
