cohort	tissue	population	feature_type	h2_category	n_vmrs	median_distance	q25_distance	q75_distance	prop_within_10kb	prop_within_100kb
BA_only	dlpfc	AA	gene	Heritable	5343	0	0	0	0.936365337825192	0.99681826689126
BA_only	dlpfc	AA	gene	Non-heritable	4179	0	0	0	0.94879157693228	0.998324958123953
BA_only	dlpfc	AA	gene	Low prediction	42	0	0	3038.25	0.857142857142857	0.976190476190476
BA_only	dlpfc	AA	psi	Heritable	5343	319	0	13439	0.712895377128954	0.966311061201572
BA_only	dlpfc	AA	psi	Non-heritable	4179	4	0	11410.5	0.733189758315386	0.971763579803781
BA_only	dlpfc	AA	psi	Low prediction	42	1833	0	108652.25	0.595238095238095	0.738095238095238
