term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	0.332291129799903	1.59392950836059	-0.691212372660518	0.489432089652144	0.0137549460734343	7.15578878660862	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
h2_categoryNon-heritable	0.195671696033885	0.530581657069661	-3.07458243734125	0.00210797455643269	0.0580036524734742	0.489121277754335	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
h2_categoryLow prediction	1.25885199355257	1.09713475236861	0.209819430949218	0.833808606917221	0.122136213413702	10.0773885437361	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_vmr_length	0.918079613111759	0.120858593479292	-0.707199754182414	0.479442351305992	0.72472166650304	1.16404958179565	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_num_snps	0.572577439471332	0.235264451667657	-2.3701297977515	0.0177818415022068	0.363423207520051	0.91410485751644	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
methylation_variance	1.96705203940284e+22	10.4854844063491	4.8956639533098	9.79743673597408e-07	16374151220351.4	1.42447639160775e+31	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_min_distance	0.951362971812378	0.0336753896790413	-1.48059505475167	0.138714513959422	0.886962237102345	1.01265951134971	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
chromatin_stateGenic/other	0.758323815471856	0.542029012918614	-0.510387416128264	0.609780071166962	0.29230918597382	2.58949966647562	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
chromatin_stateIntergenic	1.6290850080344	0.64676112444642	0.754557585475236	0.450514481044115	0.487932459597194	6.51242452721744	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
chromatin_statePromoter	3.14758802387266	0.528930209593322	2.1678407321619	0.030170806533377	1.25594036404033	10.5556904125408	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
(Intercept)	-1.24552241128898	0.351725451637728	-3.54117794287987	0.000402586795963626	-1.93508658809344	-0.555958234484519	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
h2_categoryNon-heritable	-0.0788720547410653	0.0597441824176969	-1.32016292715561	0.186851207092598	-0.196001616380373	0.038257506898243	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
h2_categoryLow prediction	0.336890303025866	0.478841948603826	0.703552192969198	0.481749954082557	-0.601888089527128	1.27566869557886	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_vmr_length	-0.0971654894368886	0.0259033043230271	-3.7510847351823	0.000178400108316101	-0.147949391025055	-0.0463815878487225	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_num_snps	-0.0736831920873532	0.0526014163742529	-1.40078342307564	0.161351325813225	-0.176809230342384	0.0294428461676781	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
methylation_variance	9.99130171402456	3.90177565379933	2.56070635539888	0.01047995914475	2.34179922775289	17.6408042002962	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_min_distance	-0.0558617430276316	0.00626381915797558	-8.91816024996573	6.89145056546486e-19	-0.0681420749774795	-0.0435814110777838	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
chromatin_stateGenic/other	-0.160075206351836	0.0839356367485582	-1.90711850833235	0.0565721082804615	-0.324632556380325	0.00448214367665287	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
chromatin_stateIntergenic	0.0490090548984058	0.106125910490614	0.46180103116986	0.644247476303821	-0.159052732397156	0.257070842193967	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
chromatin_statePromoter	0.0432994330440103	0.0898149190467136	0.482096220801467	0.629762240144318	-0.13278435739205	0.219383223480071	strength_category	log_abs_beta	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
(Intercept)	0.110006211013808	1.58599320938139	-1.39169476764832	0.164014847439168	0.00461515103123562	2.33275697152554	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
h2_scaled	1.60625189266767	0.0731997855820533	6.47410978334053	9.53725426653284e-11	1.38685525944504	1.84938514021088	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_vmr_length	0.817258287273768	0.124418363607135	-1.62194781493384	0.104814522309323	0.640313356650436	1.04288817452411	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
log_num_snps	0.683841129216276	0.24077369106053	-1.57836869091285	0.114480933618101	0.42953393154441	1.10406701548831	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
methylation_variance	5.87215958747171e+20	10.3051356945624	4.64059142411491	3.47413428642084e-06	612186634537.677	2.71049040733866e+29	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	EA	EA_only	nearest_gene_window_250kb
