tissue	comparison	annotation	estimate	std_error	z_value	p_value	or	ci_lo_log	ci_hi_log	ci_lo_or	ci_hi_or	n_vmrs	n_in_peak	fdr
Caudate	All_VMRs	any_repeat	3.73269365939643	0.218647430889044	17.0717471694906	2.40881965900922e-65	41.7915288288853	3.31127493098826	4.16868682690872	27.420061883009	64.6305252911147	7194	4301	7.70822290882951e-64
Caudate	Intergenic_VMRs	any_repeat	3.61729634630934	0.438715163487543	8.24520474185079	1.64877662435615e-16	37.2367563101282	2.78438540438029	4.50730990184864	16.1898645985894	90.6775585835267	1676	1196	1.21755812260147e-15
Caudate	All_VMRs	LINE	2.69164540544542	0.1513792228768	17.7808113576855	9.95291790966428e-71	14.7559354531325	2.39591068832188	2.98941076156859	10.9781912186011	19.8739685347016	7194	1718	4.77740059663886e-69
Caudate	Intergenic_VMRs	LINE	2.77530881411788	0.281059764813975	9.8744436648724	5.37302785149831e-23	16.0435807149532	2.22751427731461	3.32992419355801	9.27677789869421	27.9362238772302	1676	617	4.6891879431258e-22
Caudate	All_VMRs	SINE	1.38471260386804	0.135568809729255	10.2140942790119	1.71473008512722e-24	3.99367797226731	1.11916008232127	1.65066756104588	3.06228105883097	5.21045696455075	7194	2063	2.05767610215266e-23
Caudate	Intergenic_VMRs	SINE	0.521991797039937	0.248512628561244	2.10046386802148	0.0356880558279761	1.68538124612565	0.0336624634496688	1.0083323226619	1.0342354555379	2.7410260542642	1676	529	0.0622918792633765
Caudate	All_VMRs	LTR	2.27031056792389	0.15943669177828	14.2395739813837	5.20433494705849e-46	9.68240739233737	1.95810045737904	2.58320985396193	7.08585439082685	13.2395671047957	7194	1007	9.9923230983523e-45
Caudate	Intergenic_VMRs	LTR	1.37239936910223	0.264471559482064	5.18921343296766	2.11184229625778e-07	3.94480439125302	0.853895907383847	1.89120348433949	2.34877967814298	6.6273397831742	1676	426	7.50877260891656e-07
Caudate	All_VMRs	DNA	0.391149055643515	0.196181428980306	1.9938128582129	0.0461725098537703	1.47867890242298	0.00439400274833661	0.773699021399598	1.00440367053332	2.16777006939221	7194	593	0.0771598840259491
Caudate	Intergenic_VMRs	DNA	0.172727675440358	0.357269428302727	0.483466151192764	0.628764788120726	1.18854239172504	-0.531624981112023	0.870539483074974	0.587649274423852	2.38819889893934	1676	169	0.710134348936349
Caudate	All_VMRs	Satellite	-3.22409316430921	1.62034310822379	-1.98975954410262	0.0466174299323442	0.0397918498894151	-7.03202996917633	-0.481541059627663	0.000883137218427243	0.617830544088908	7194	20	0.0771598840259491
Caudate	Intergenic_VMRs	Satellite	-1.99719367874606	2.14354726165641	-0.931723650078398	0.351479360887897	0.135715610929607	-7.10420296319697	1.76634438505517	0.000821644315138349	5.84943096197412	1676	8	0.438208034353742
Caudate	All_VMRs	Simple_repeat	-0.612679279227275	0.163560937860835	-3.74587775810242	0.00017976411624515	0.541897028869501	-0.935208161384427	-0.293925513932214	0.392504152819254	0.745332006226063	7194	1172	0.000410889408560343
Caudate	Intergenic_VMRs	Simple_repeat	-0.365914364621596	0.295305823547589	-1.23910311088948	0.215307315109029	0.693562192127507	-0.949546640514414	0.208801718290529	0.386916395916331	1.2322006514547	1676	319	0.295278603578097
Caudate	All_VMRs	Low_complexity	-1.75497293532772	0.341228885642827	-5.14309605419716	2.70247359251978e-07	0.172911922032891	-2.44188819932391	-1.10208264374065	0.0869964296805788	0.332178553216623	7194	243	8.94611947868617e-07
Caudate	Intergenic_VMRs	Low_complexity	-1.0575646166455	0.580721398529369	-1.82112217549362	0.0685882870890325	0.347300591308831	-2.22311437673092	0.0624460949182709	0.108271385315761	1.06443707880361	1676	59	0.109741259342452
Caudate	All_VMRs	L1	3.2490044456959	0.161985954511251	20.0573219789264	1.74217563606487e-89	25.7646770098128	2.93260154527195	3.56771792433053	18.776414704895	35.4356340111124	7194	1207	1.67248861062228e-87
Caudate	Intergenic_VMRs	L1	2.86890666485386	0.284859002153028	10.071321752762	7.39771428839966e-24	17.6177455656103	2.31340823596925	3.43071938408918	10.1088192506472	30.898862906654	1676	513	7.10180571686368e-23
Caudate	All_VMRs	Alu	2.40694296278411	0.149911450086087	16.0557646624185	5.20929430088792e-58	11.0999761845962	2.11359422610376	2.70135112214061	8.27794066994246	14.8998496476776	7194	1335	1.2502306322131e-56
Caudate	Intergenic_VMRs	Alu	1.17996969393385	0.272628114517241	4.32812916607406	1.50381272302414e-05	3.25427557710429	0.645381233770235	1.71474030398529	1.90671379441802	5.55523265323629	1676	359	4.12474346886622e-05
Caudate	All_VMRs	MIR	-0.832501584546679	0.183307554765692	-4.54155632380128	5.58404626373021e-06	0.434959835410207	-1.19507095249502	-0.476277719729543	0.302682477343269	0.621090969077461	7194	911	1.62444982217606e-05
Caudate	Intergenic_VMRs	MIR	-0.972257312761984	0.345865153163634	-2.81108780074757	0.00493743103173663	0.378228294198741	-1.65896741899596	-0.301730478177109	0.190335415400727	0.739537359488429	1676	217	0.00947986758093434
Caudate	All_VMRs	ERV1	1.54394737467459	0.226073969309384	6.82939030703568	8.52762721774226e-12	4.68303954563488	1.09970211604777	1.98633662792492	3.00327126437194	7.2887832686328	7194	413	4.00714134762726e-11
