tissue	comparison	annotation	estimate	std_error	z_value	p_value	or	ci_lo_log	ci_hi_log	ci_lo_or	ci_hi_or	n_vmrs	n_in_peak	fdr
Caudate	All_VMRs	any_repeat	3.55398258069175	0.199021946935126	17.8572395427838	2.53889120111172e-71	34.9522407866469	3.16992990154408	3.95038021085001	23.8058155470271	51.9551169791731	7194	4301	1.21866777653363e-69
Caudate	Intergenic_VMRs	any_repeat	3.67117354820112	0.41929864133432	8.75551024090719	2.03182178815983e-18	39.2979969035579	2.87429676051376	4.52091241623397	17.7129632852987	91.9194285069598	1676	1196	1.77322628784858e-17
Caudate	All_VMRs	LINE	2.48572715370216	0.141419205617237	17.5770125624237	3.69541121395379e-69	12.009850087435	2.20927776605841	2.76371822295839	9.10913509016557	15.8586996403929	7194	1718	1.18253158846521e-67
Caudate	Intergenic_VMRs	LINE	2.41492058955233	0.262288785071716	9.20710578186569	3.3503646528805e-20	11.1888818081598	1.90304196630763	2.93179410666007	6.70626367345924	18.7612600217312	1676	617	3.21635006676528e-19
Caudate	All_VMRs	SINE	1.44088889396888	0.127654631534593	11.2874000468867	1.51450518475762e-29	4.22444923600137	1.19087347854475	1.69134401768492	3.28995365662136	5.42676948006601	7194	2063	2.42320829561219e-28
Caudate	Intergenic_VMRs	SINE	0.644510245042101	0.23523841214703	2.73981718869648	0.00614733663559035	1.90505379122228	0.182774528561785	1.1053734180081	1.20054368925004	3.02035211212178	1676	529	0.0122946732711807
Caudate	All_VMRs	LTR	2.20611103880444	0.15189582120134	14.5238428638548	8.55751618895069e-48	9.08033456958022	1.90876876390095	2.50430923973377	6.7447792683689	12.2351045220833	7194	1007	1.64304310827853e-46
Caudate	Intergenic_VMRs	LTR	1.43514058287601	0.251069361828164	5.7161119637459	1.08988941182963e-08	4.20023544846338	0.943450944798312	1.92819829025879	2.56883103387348	6.87710851937353	1676	426	5.23146917678221e-08
Caudate	All_VMRs	DNA	0.656086938418591	0.184667456664054	3.55280215729694	0.000381151006387194	1.9272361663674	0.292736602646066	1.01687452754155	1.34008976784223	2.76454075109183	7194	593	0.000914762415329265
Caudate	Intergenic_VMRs	DNA	0.458266650650687	0.33876272029227	1.35276588361114	0.176130435093055	1.58133060968411	-0.206953536284358	1.12263345674033	0.813057426779018	3.07293600111461	1676	169	0.248654731896077
Caudate	All_VMRs	Satellite	-2.45193139617668	1.22021504875312	-2.00942563254091	0.0444920141242219	0.0861270802428672	-5.14874821958578	-0.27040041416646	0.00580666885369065	0.76307388756166	7194	20	0.0749339185250053
Caudate	Intergenic_VMRs	Satellite	-2.78748126435262	1.96426069364711	-1.41909944711921	0.15587002511602	0.0615761127086597	-7.2668059749681	0.658239958718072	0.000698338947472686	1.93139001501111	1676	8	0.229222786664859
Caudate	All_VMRs	Simple_repeat	-0.44963612643647	0.153192463183725	-2.93510605608069	0.00333433701610981	0.637860209866881	-0.751484843371843	-0.150866149230171	0.471665682865862	0.859962797638478	7194	1172	0.00711325230103426
