cohort	tissue	population	modality	run_tag	bin_type	h2_bin	n_vmrs	n_any_fdr10	prop_any_fdr10	median_max_abs_beta	median_pairs_tested
BA_only	caudate	AA	expression	abc	h2_quintile	Q1	17	0	0	0.429443848468742	2
BA_only	caudate	AA	expression	abc	h2_quintile	Q2	17	0	0	0.434165088667561	1
BA_only	caudate	AA	expression	abc	h2_quintile	Q3	16	1	0.0625	0.471553390376315	1.5
BA_only	caudate	AA	expression	abc	h2_quintile	Q4	17	0	0	0.408427715347859	1
BA_only	caudate	AA	expression	abc	h2_quintile	Q5	17	2	0.117647058823529	0.372456283499396	2
BA_only	caudate	AA	expression	abc	h2_tertile	T1	28	0	0	0.43403778868223	2
BA_only	caudate	AA	expression	abc	h2_tertile	T2	28	1	0.0357142857142857	0.487570304657055	1
BA_only	caudate	AA	expression	abc	h2_tertile	T3	28	2	0.0714285714285714	0.287544035412324	1
