feature_id	Br1615	Br1657	Br1571	Br1644	Br1228	Br1069	Br1556	Br1193	Br1111	Br1611	Br1227	Br1185	Br1160	Br1137	Br1539	Br1105	Br1157	Br1263	Br1281	Br1410	Br1039	Br1348	Br1494	Br1135	Br1187	Br1250	Br1390	Br1134	Br1517	Br1325	Br1522	Br1004	Br1122	Br1473	Br1275	Br1053	Br1054	Br1007	Br1314	Br1324	Br1573	Br1099	Br1003	Br1283	Br1321	Br1898	Br1420	Br1459	Br1276	Br1585	Br1102	Br1665	Br1509	Br1056	Br1884	Br1605	Br1703	Br1905	Br1722	Br1021	Br1030	Br1067	Br1576	Br1590	Br1740	Br1538	Br1579	Br1664	Br1167	Br1504	Br1663	Br1447	Br1503	Br1840	Br1298	Br1399	Br1320	Br1326	Br1974	Br1536	Br1235	Br1340	Br1179	Br1142	Br1143	Br1721	Br1588	Br1527	Br2038	Br1084	Br1455	Br1941	Br2020	Br1912	Br1265	Br1688	Br2267	Br1017	Br1832	Br2074	Br2263	Br1927	Br2053	Br2076	Br2046	Br2064	Br1563	Br1280	Br1464	Br1733	Br1528
VMR1	0.71914052932307	0.932198437935155	0.710128252108051	0.681158668825972	0.71001362551924	0.682212332453131	0.714953878296533	0.699822231374837	0.962652215415328	0.686766349623784	0.702556102194469	0.930979718285827	0.699448138526467	0.698905838283682	0.697452198624604	0.7067706751526	0.949526713354693	0.677728057270614	0.606477307618142	0.713082459264473	0.926217506677575	0.67400387286617	0.923949548271241	0.941889580927761	0.705380478708569	0.701720917594372	0.649205169364239	0.648713812917645	0.73272829995557	0.666777875501544	0.703008568703609	0.661686800162182	0.935621392950263	0.943506317615368	0.685058083483237	0.719173267053844	0.681781498794745	0.684170114125478	0.717166148014741	0.731212123850206	0.69215799322616	0.678438747746789	0.955121843351893	0.945126395818522	0.92407907129432	0.928729433038753	0.676634397857404	0.686081398685419	0.672675171717143	0.936998849752371	0.708957445147849	0.936991609948597	0.707777209635418	0.722803041220104	0.694921932783503	0.672808447914656	0.926148644121428	0.95260931628478	0.70186633925662	0.705946253389532	0.693718298676139	0.943067558193122	0.671554797007711	0.924484118987915	0.724302731079235	0.740138605866071	0.943914776180478	0.725302812561283	0.69732844999562	0.953349629667299	0.671722530443619	0.70443392427425	0.94897080068726	0.937014208506156	0.684638684422918	0.722001678879083	0.680467745823742	0.651546026318172	0.931453321041989	0.706013180522697	0.68895764195521	0.653774485918038	0.925110678308904	0.947578270801202	0.943876014771437	0.92006400361822	0.697174411500694	0.717124730636828	0.636824959518351	0.668046543044141	0.719587389218347	0.930476752086605	0.664257097096069	0.701759355151802	0.672228331348301	0.66298659323653	0.687416335908955	0.718137139855187	0.622221255589968	0.681001320669322	0.617592016742615	0.699003138290349	0.628831013719792	0.745212577936752	0.69581977829634	0.704717374324156	0.681249382850084	0.67952353915247	0.958033591398543	0.692893670129789	0.702317063781622
VMR2	0.655800662690383	0.936886261106312	0.724379772283389	0.774450077275399	0.66795277026198	0.724446699389283	0.714642126505153	0.662058960861543	0.898201167261796	0.704684480175069	0.718225355827332	0.922475392592995	0.668951023219137	0.698440885093913	0.663943553407542	0.671710528542335	0.860980744312044	0.67932474906832	0.669433047552274	0.711581917629542	0.907714370178657	0.66901276478056	0.934704664898359	0.927634999111675	0.696244908826969	0.714763418393298	0.697861560798648	0.702664797003337	0.699529064054667	0.667397334156664	0.652306345463882	0.687694973670214	0.950650762670491	0.928915730490033	0.683479593730647	0.694486072382875	0.650143808095899	0.656416980124017	0.761094523543824	0.722763917679386	0.69009277579167	0.663936124303579	0.905031590570869	0.913596008910523	0.896207200865805	0.948704483248377	0.683937968796683	0.72425823582996	0.677621831031839	0.896929156730385	0.707294775570165	0.913589906320523	0.712460991692268	0.686331279469738	0.741241636740435	0.665847292589368	0.910558800655831	0.944088658110572	0.673647083911299	0.666987411414995	0.725385406974746	0.933988428635979	0.699728726126459	0.915682122206574	0.673309395865279	0.683244021212919	0.910108479291581	0.710003136953114	0.637572906285678	0.920545638883852	0.670806815960544	0.709560728917934	0.940076787024627	0.919487112052187	0.713375578568569	0.663213390477642	0.667409164700096	0.658849935404544	0.931190449528577	0.708979523493663	0.714540511800493	0.694928175068307	0.940148384079998	0.933056312111865	0.939785610667953	0.924931332682718	0.723231313863212	0.67916896677298	0.703259627207714	0.661362366307785	0.666314163112457	0.937456062623778	0.674621121452679	0.68461542700992	0.641916824391217	0.689469569701711	0.684036783427032	0.660875259307029	0.67593725424048	0.595893203335373	0.680507769373042	0.655176738048532	0.684773913361909	0.676021082557194	0.697760799783764	0.619080140317305	0.683773458495375	0.703938033124322	0.95982006796653	0.698214247962889	0.665792412463257
VMR3	0.581273048801634	0.951623173331204	0.555439790799195	0.530523616765804	0.5278624770454	0.568016836935957	0.53174488577774	0.547945194742902	0.96109163339014	0.517826005588631	0.553454987686067	0.906483500513195	0.543791650442682	0.577251480617855	0.524275251619847	0.567257014481688	0.908421656113269	0.537096771794471	0.547113783153024	0.567734460737918	0.941789236556934	0.558982728620401	0.941652139064928	0.93772470464784	0.542607341151811	0.551048665552302	0.541995935094428	0.542636905900853	0.56753097597188	0.55865688399264	0.566026004034241	0.571390961601325	0.937996948141564	0.918705176633871	0.562317809203483	0.553955342418748	0.541048178419626	0.565392733158072	0.573825377940281	0.580390416934137	0.535852675762951	0.532155372920387	0.956749922534944	0.918553323125003	0.903972918159591	0.94490877866197	0.539954625744284	0.568855656408802	0.551411760581991	0.946255655989122	0.561111892309687	0.94898589236169	0.541758465715176	0.527126708000039	0.543269185056003	0.543435594570958	0.92309998732867	0.922414251631587	0.5323199344747	0.561172244796818	0.544962390475602	0.943400745951733	0.563335897867225	0.950905044305658	0.561813382936193	0.554660689156049	0.92581376004128	0.557758709505198	0.563276059747778	0.941230617932982	0.536113315589571	0.55570572456127	0.948310951758978	0.928435139383134	0.526731058218916	0.547739238687034	0.562739154853487	0.534999738154334	0.935575454659873	0.571845068301262	0.577332531375291	0.553886108244383	0.945782585058402	0.916143269371541	0.941864399038551	0.939672590739441	0.584352757767257	0.525545602636781	0.502345988994861	0.552900961572505	0.564329587483399	0.935466807981619	0.537964124855278	0.571753660342498	0.533211237600402	0.513281722363783	0.531800622284593	0.515885464010839	0.541288865640338	0.528971916880766	0.539364811605842	0.530648161845942	0.571077417336733	0.5392740801353	0.536290830324682	0.540310728172508	0.506397839423539	0.511983656053494	0.951669403718374	0.536237766845526	0.530452382908919
VMR4	0.621422875915306	0.79984425228839	0.652030344307654	0.534202060106943	0.667858628566761	0.634901863111197	0.477601347652232	0.582783476794763	0.804675166294682	0.587757003040634	0.658755907400832	0.86546373771551	0.608969763713746	0.675805321152971	0.597890672862491	0.670173725455446	0.837826280942593	0.548048581015221	0.563635639961992	0.618667049512054	0.826859573955989	0.597105692299276	0.850911270667272	0.766623210844156	0.63569623927046	0.58512034272847	0.558690002399529	0.590530861560553	0.567222383343612	0.534066542461061	0.598117543786526	0.573670270770776	0.843827619291071	0.835990528440015	0.59609531665543	0.57551324657124	0.636686062120894	0.541497105798951	0.687927581456674	0.63498844444344	0.654214946287369	0.544766724086081	0.771274297008496	0.776200367798531	0.802513397586988	0.874191106957219	0.50628341838187	0.572280453665627	0.558345714144492	0.822949737578543	0.599429888852751	0.860101594347547	0.647743823231286	0.568921875408609	0.549304567656305	0.560659914046896	0.813158533027604	0.917532399689644	0.556677467929531	0.559444353960289	0.569297564460143	0.801733392277739	0.650478748713078	0.828697013397863	0.646073901746201	0.620958637531938	0.814505760796252	0.556819345204002	0.64675879480787	0.829187805938049	0.575879247400793	0.534968036648772	0.863321814847183	0.905520264543446	0.54255225210227	0.600302702567765	0.557243413736709	0.631419102569213	0.875883646923203	0.556208166233441	0.588444909909834	0.575519240445893	0.856608133367551	0.843867158321683	0.818676272612479	0.850437159877422	0.58176075570592	0.570695222546215	0.671917396744012	0.599466502908593	0.610583645336759	0.837372850035619	0.484180735574413	0.643539709654725	0.582576535879754	0.55721025182075	0.562245951030923	0.634922685912513	0.604078685998411	0.49260116101932	0.545635765856019	0.581566278797576	0.561927879590251	0.568562845798154	0.636388070578713	0.535266427785637	0.599459776056135	0.526414381746808	0.812943446134906	0.601167340211035	0.620482617834277
VMR5	0.657683918784573	0.944739016100039	0.709351954658537	0.699856916489927	0.687609026174401	0.687531148196415	0.721002024897337	0.65855023033729	0.952403458625455	0.695157041537672	0.708426780640336	0.951620497516805	0.717295515399475	0.711643719111155	0.690556590891731	0.665413272323674	0.921888476500563	0.704548940387449	0.70348955859035	0.712995882934172	0.936022616285344	0.660511764209713	0.930453768039279	0.953967041091908	0.682367161333934	0.708563375336518	0.696083793011525	0.694945146130641	0.697959936362538	0.699802407456727	0.727302657826354	0.691622124692229	0.945295027672923	0.937141620111271	0.673839245507772	0.676884937858756	0.722423109373795	0.659940301060241	0.697446451910956	0.713311882484944	0.694227079265011	0.696422348681066	0.950092390346733	0.913097341829664	0.967657097329608	0.948407870919874	0.703293778719913	0.692895914600693	0.70160475768602	0.941639018551515	0.652732761352624	0.937257532496746	0.713592673329753	0.726449990306469	0.706060829661525	0.690339882774979	0.953129221691086	0.940862014532874	0.662550996722125	0.706254317047005	0.708891082919965	0.946543955522551	0.696353144141675	0.930297019309176	0.705546087075207	0.717426503732547	0.934325485194221	0.698790783177863	0.708368121212409	0.944905019084568	0.668963434474059	0.697852556832436	0.962426524548988	0.948441149701988	0.711651110226191	0.711545253854122	0.699017315268102	0.685568721449937	0.96532770370636	0.696953951192039	0.663571609055325	0.681686552660383	0.933425921260508	0.97730273413171	0.957214900581253	0.950188945778076	0.678931420940584	0.709653367577623	0.730262137252548	0.695591616950461	0.696636503128438	0.929694721008272	0.650134459675164	0.704756561786857	0.690317793045576	0.670119452388289	0.656791317531363	0.70104766410066	0.670772355568711	0.641555505928414	0.670071421914099	0.690867991231466	0.680819736838933	0.662476648910566	0.688527585891332	0.648911055014117	0.700238531941249	0.697535495212119	0.952708989863258	0.692262619073468	0.703781704312515
VMR6	0.657150081850948	0.861975232975654	0.664687860373739	0.662150978392563	0.691960196812903	0.656907815434603	0.658533089613292	0.676573181356501	0.912077771430471	0.683020197094724	0.656857829069315	0.910216393345755	0.652725520238117	0.654462562785441	0.637565649434568	0.695834488034595	0.935825113664979	0.649408870023579	0.632560164955526	0.665774214483287	0.887489085197009	0.65440230981297	0.930659638481979	0.867328084417705	0.65856528354808	0.660913501971501	0.65995365094638	0.646455432759431	0.666274533147152	0.684359687522773	0.642973105017299	0.674582980662805	0.825445097744486	0.88302218457138	0.634467863543678	0.645192871601995	0.657232612055317	0.664227086559705	0.642366387147366	0.663453649125672	0.662180335010758	0.645797720321591	0.902864076254357	0.906069590099455	0.906980266464324	0.888504559590218	0.679216984760668	0.641846888351872	0.636174768448702	0.890699301163019	0.642235654397216	0.856269172085174	0.655729650844518	0.661089504837238	0.647738714056617	0.660372024534626	0.862414095641369	0.922579794046666	0.646690993408974	0.687167558009467	0.661288359531343	0.901857763974767	0.642903885312828	0.875546608872612	0.670437409624661	0.651994022982128	0.905215111086112	0.677558391409221	0.652323704415382	0.898278863443887	0.630756495952917	0.63527533326048	0.856178806020939	0.904145641489804	0.664874459247601	0.632792254825777	0.655980725131858	0.678770966926836	0.910202971769452	0.655797912844045	0.629430389385492	0.662561833527664	0.897434800142856	0.878809284654737	0.903531551868922	0.838096593219678	0.63623916021119	0.655395277685338	0.653734377493817	0.659394555861015	0.656815214449334	0.881057214860314	0.628559426257281	0.663811928113459	0.691188110015628	0.647792613068074	0.628809987634285	0.656031487053375	0.65511280460607	0.638136242736071	0.684498958489786	0.628711598722253	0.652607994443282	0.639383949194532	0.66913913164444	0.652863525322874	0.687595706163984	0.697846638161872	0.889037360834811	0.688144037400619	0.617076082051104
VMR7	0.636899894702897	0.895941732151074	0.689745559492607	0.688178231853817	0.687738988986254	0.670462262353387	0.672804018201552	0.673105748654436	0.947596709210597	0.667313763739318	0.685862489423047	0.934741820287119	0.662944886292204	0.653584497493378	0.683915011268185	0.698874641319032	0.939049438790296	0.634316343687038	0.683724493132403	0.672887315420669	0.923175232884657	0.680563113634918	0.952939227105828	0.943939884485747	0.698874328811543	0.697017767680263	0.657774387358962	0.687419212553284	0.687289287691901	0.635177095138537	0.728271147088021	0.639625364876708	0.939800551574264	0.917324988427952	0.692566988295476	0.713528716241033	0.709541729064229	0.668922181466129	0.686154179973951	0.673765883563784	0.653535462105755	0.657391895448871	0.950188464476315	0.884849887625932	0.936263839194088	0.958439901251023	0.707664459779432	0.683334178901619	0.641355738668631	0.941785329219001	0.650801507042979	0.897424746703352	0.710571139765942	0.728672834801806	0.658749463866152	0.683934784010556	0.951927835440822	0.879282194487059	0.716461373149045	0.689806336862878	0.720104824312886	0.945398654448559	0.68292810580627	0.922960404594105	0.661657898734193	0.656358448843919	0.944209871659719	0.675693271101622	0.696604299524156	0.950220966732308	0.635659567545941	0.689986598332975	0.943563556910802	0.949877143343331	0.685391491428662	0.682301589637589	0.672949590872469	0.689711200242641	0.934584282861383	0.664034599952197	0.655226605125608	0.667014152019331	0.936060297546323	0.95156553152057	0.916975433418108	0.950557503110246	0.642782962860523	0.668740502667605	0.716195946423441	0.666568151211568	0.655114388770078	0.930426286423298	0.638316766828988	0.657968704824711	0.672867900938575	0.69381666212924	0.679967496173462	0.702574851202054	0.653712545175151	0.640710663808814	0.667502661708396	0.689298780755161	0.691149247286177	0.671691518346942	0.664503803827965	0.68009719153393	0.698331388706312	0.653956107815142	0.954303787689296	0.704014058774887	0.66302431122727
VMR8	0.729413951330387	0.517564699881858	0.508652154334595	0.810265441103506	0.720215242201599	0.791746669954107	0.466705004252958	0.4748565297798	0.460847575566355	0.5456438985104	0.47017112605886	0.618870060601877	0.676069996828508	0.463126274715329	0.485001363118143	0.463341636188975	0.594462333692599	0.493668281762865	0.521771055316152	0.728253203575686	0.77082571342783	0.765389720001653	0.468674947812389	0.742200313813421	0.484309783777755	0.45042768776269	0.444910631309229	0.719395034621302	0.710549476614302	0.516082307598884	0.55885380762069	0.582858610992629	0.478034233944642	0.450723948788398	0.695340493507153	0.417145847830324	0.445269681875508	0.479148904066942	0.500548278553265	0.471115578414243	0.654306740887981	0.571004235652155	0.513555882690504	0.746204397152936	0.708930408098479	0.520651421029376	0.740309979250571	0.64462691358392	0.738850240262333	0.510302685555148	0.762012576155872	0.563375828085764	0.737561876478524	0.554807214794529	0.54282930002897	0.503767288799992	0.43006015228877	0.627775376875259	0.458281479109478	0.732029114723121	0.750992272876096	0.502026655695484	0.767218432197654	0.463044962475066	0.781901141061294	0.738933582134195	0.483942664788357	0.592351890714476	0.760800633514685	0.498038486904309	0.721477166442261	0.582312397157356	0.635116801588756	0.724135606046526	0.439791686299576	0.479742573665892	0.512519411918812	0.568932088473291	0.429327868857633	0.58019164455567	0.394483194678754	0.658405732841153	0.456248532446926	0.505138572179402	0.44032884428718	0.669170876354768	0.725494671636515	0.775315458355822	0.564542135612494	0.748005529328369	0.814004457271074	0.480881554064845	0.537291613180137	0.529573838704894	0.53400389871935	0.567696209627299	0.769789186001125	0.503512281803376	0.429486222715988	0.550561578635433	0.505104440921926	0.499469222917996	0.484434225334207	0.54495598165109	0.769885666706351	0.784788580169529	0.804023662322272	0.471064779528167	0.528308744570144	0.601517706222305	0.549079770370304
VMR9	0.62747465258407	0.914755339630663	0.683345266124133	0.672770315487936	0.627475677530412	0.649763721631635	0.633148482387502	0.671415502700913	0.865073190489914	0.645033062521954	0.649311904243419	0.863672085166081	0.620883822494065	0.725066598054991	0.626201498528419	0.643475477063564	0.918464647040134	0.656763182905876	0.610116198449474	0.625195567828004	0.907982271033928	0.68544887851843	0.899695231368342	0.912193434612966	0.644182034592794	0.648334690647044	0.624602851720199	0.60261217375225	0.679098898968422	0.644236114418772	0.670632979606319	0.614698370799207	0.907438566605951	0.903256770334652	0.65466661219772	0.638851374094701	0.646199871746472	0.666175617720688	0.670684755791884	0.689620929046981	0.628016810395667	0.63143529330823	0.897847377887413	0.904376661887034	0.919032364817659	0.942062332582027	0.620484098504878	0.681378677815985	0.667066759343548	0.923395989767509	0.725575840019055	0.891764152359269	0.641189150582434	0.631549855451768	0.619533385349413	0.660849911175246	0.920527895904663	0.833586515750246	0.635171779514609	0.601734583538979	0.65609936283705	0.926629615855128	0.656418588259672	0.891940156964276	0.653475498872937	0.669848968617068	0.885648370541191	0.687098615752929	0.668453078130583	0.910579530364025	0.678121357673744	0.670182813235212	0.893862853478642	0.898088868167993	0.626359744199417	0.675631163953461	0.630743369151991	0.660221266751087	0.918636691553302	0.694103091304533	0.630323632516661	0.63002550090154	0.87103783888771	0.896625171069816	0.831685573665844	0.937730061028858	0.639333518279639	0.677390679034832	0.714006101267238	0.680410049180379	0.671322549326977	0.904252310299541	0.618600253403605	0.668038204333889	0.683980928839707	0.696615219313466	0.618850453802862	0.679159875365623	0.677116567656108	0.655014823491682	0.630859806084288	0.639077544128491	0.669773293626534	0.667651744684596	0.667708009855459	0.664749800119123	0.611982232880014	0.660250779888214	0.871654895837604	0.679932323899967	0.682479387779292
VMR10	0.481145679405433	0.958718619962326	0.490009807267856	0.493058241284218	0.476287223443595	0.516490872449218	0.499979924146987	0.49000574461728	0.959004481385861	0.504254420866687	0.516114327461809	0.95053857666989	0.487590260859291	0.515624904391824	0.500672501076974	0.489287283325081	0.959557008554092	0.476930780949763	0.513392524622534	0.44970458704476	0.955481598326506	0.482948525423752	0.931827610349631	0.930849739230649	0.529336759855355	0.56742537790382	0.549702919446655	0.508390552971073	0.471081222093914	0.501885757438336	0.547940855153008	0.496140310050687	0.963353964939987	0.914835297142874	0.538042720638445	0.535559832795268	0.513713747570953	0.518899234478092	0.552348542629842	0.51754972942496	0.471810846294235	0.46600603997648	0.930624385127326	0.936131882831126	0.930075521446709	0.932904370080505	0.508026447263749	0.564872917420835	0.512600180065602	0.957608491848769	0.481284872681869	0.958300835955387	0.508646091895172	0.497033518257382	0.552508266461595	0.52652928922745	0.964862590919873	0.957752437588927	0.484939456695994	0.513817051263492	0.516916186173475	0.957805712560519	0.472593513073564	0.94732211965998	0.548457138496154	0.541217380066026	0.940671917942431	0.579844113825362	0.519023480235374	0.932662560369852	0.502373373528956	0.544510859421091	0.953078903878181	0.914519118589131	0.471265560531274	0.551895760084123	0.480657774128515	0.555971383851185	0.945602631735615	0.511889342672604	0.513166657781646	0.528345485108679	0.947712217868994	0.953248678179473	0.950085605257085	0.953883556411588	0.525781040248339	0.527877437971235	0.528601659217287	0.459577713969585	0.497264035095656	0.930682160123833	0.456994806830629	0.546809974117582	0.520631985277486	0.488731690236114	0.509838647886206	0.473504849968948	0.520569436933136	0.528186804050766	0.472454586639665	0.508943759072002	0.474742692062675	0.548048117355857	0.484343659393548	0.469849576595994	0.503045283137385	0.453631037637992	0.955816677147867	0.504251865757789	0.514421924835129
