Disorder	BrainRegion	h2Metric	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
ad	caudate	heritable	DHS_TrynkaL2_0	0.1657427691494221	0.1671529728021434	0.2105392376013436	1.008508387183093	1.2702770605427507	0.9946596425858752	-1.434170337745706e-09	3.110253531546137e-09	-0.4611104282012553
ad	caudate	heritable	DHS_Trynka.flanking.500L2_0	0.3300626606336116	0.4397198014460474	0.2564983943871693	1.3322312817873132	0.7771203016262939	0.669311848605711	1.211800128849707e-09	1.5139367758633791e-09	0.8004298119772094
ad	caudate	heritable	Enhancer_AnderssonL2_0	0.0043137584486506	0.0708321989915459	0.0405422190196345	16.42006612903927	9.398351693131088	0.101214021046495	1.7202620263738207e-08	1.1585658861982694e-08	1.484820196129464
ad	caudate	heritable	Enhancer_Andersson.flanking.500L2_0	0.0147088846313275	-0.0094505235198888	0.0608756150582868	-0.6425044289055551	4.138696888588788	0.6880104614505438	-3.051339332081199e-09	5.014480636247826e-09	-0.6085055568914147
ad	caudate	heritable	Enhancer_HoffmanL2_0	0.041923223319492	0.2643277372201401	0.1004369279279507	6.305043274123481	2.395734869013588	0.0267870345666904	3.6233491727815525e-09	3.44770783117843e-09	1.0509443810797297
ad	caudate	heritable	Enhancer_Hoffman.flanking.500L2_0	0.0478821316458762	-0.1562753730416327	0.1235074352543316	-3.263751375928804	2.579405532062782	0.0865786923685373	-7.841971954073934e-09	3.392127413059924e-09	-2.3118152708184843
ad	caudate	heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.1860698159118677	0.1563546951630295	2.2235109317112736	1.868418970673072	0.5150886743479027	9.334117797213527e-10	3.1041660426020887e-09	0.3006964727115286
ad	caudate	heritable	FetalDHS_Trynka.flanking.500L2_0	0.1995174092823224	0.0697871462271233	0.177532876281863	0.3497797333984661	0.8898114551530151	0.4583092218827579	-1.970054390209886e-09	1.3856201869081468e-09	-1.4217852834591256
ad	caudate	heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.7021968227719494	0.0907043934704601	1.804929952775157	0.2331469914330645	0.0017483394573936	7.196170018428677e-10	5.828746037774595e-10	1.234600027483126
ad	caudate	heritable	H3K27ac_Hnisz.flanking.500L2_0	0.0314153673807392	0.1099571670604833	0.0994484828948365	3.5001076297423186	3.1655998699479944	0.407687237208156	3.7291854833679425e-09	3.72307947401168e-09	1.0016400427116543
ad	caudate	heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.6009782701314854	0.1353455641559984	2.2381030174328544	0.5040403798084381	0.0178236701448818	1.490995458948896e-09	9.995823227057762e-10	1.4916184741171796
ad	caudate	heritable	H3K27ac_PGC2.flanking.500L2_0	0.0666234535935042	0.0757018052413766	0.1370330475284274	1.1362636002519928	2.0568289414193344	0.9471412459749364	2.8529182091945907e-10	2.5874917419795433e-09	0.1102580604571122
ad	caudate	heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.2886794580817375	0.2193966579061487	1.7094756230582584	1.2992030709882358	0.5769395636571426	-1.9317004820497176e-10	3.01279965109417e-09	-0.0641164599626853
ad	caudate	heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.6985151398321872	0.1493036099475279	1.6495614051383705	0.3525843014318107	0.0765235558260998	-3.709356894898638e-11	1.40656467098986e-09	-0.0263717479288613
ad	caudate	heritable	H3K4me1_Trynka.flanking.500L2_0	0.1822456002263989	0.0219287100785802	0.1643652678002237	0.1203250451661866	0.9018888115599888	0.3283636212388515	-1.3567865255417743e-09	1.2580412150100367e-09	-1.0784913159867735
ad	caudate	heritable	H3K4me3_peaks_TrynkaL2_0	0.0413684654276123	-0.0554537911851652	0.1296305173275691	-1.3404846085528557	3.133558762395966	0.4530893821994218	-8.638553741401264e-09	4.982298825553466e-09	-1.7338489809353492
ad	caudate	heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.3270192364572599	0.1128141893176225	2.4608868479438133	0.8489499203801881	0.0948801783472869	2.3401978153193928e-09	1.715471106208603e-09	1.364172096428666
ad	caudate	heritable	H3K4me3_Trynka.flanking.500L2_0	0.1221544333912247	0.1423716977793687	0.2012354540525417	1.1655057768013548	1.647385595969683	0.9187926899336208	5.229872942701151e-10	2.186323780048494e-09	0.2392085285092196
ad	caudate	heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1855778030527219	0.1310031058106092	4.859792171098298	3.430625093816264	0.2654982744181204	5.8377226739498764e-09	5.407867199434121e-09	1.079487061842187
ad	caudate	heritable	H3K9ac_TrynkaL2_0	0.1253023111780779	0.2366529883417157	0.1605784579148859	1.8886562116590784	1.2815283006765454	0.4908855246895232	-4.322142060745609e-09	2.0020150584164463e-09	-2.1588958797164777
ad	caudate	heritable	H3K9ac_Trynka.flanking.500L2_0	0.1044697851541956	0.0950392971331958	0.1403802871322965	0.9097299950690948	1.343740555463932	0.9464328586251468	-1.820785356122037e-09	1.896646593809941e-09	-0.9600024390756342
ad	caudate	heritable	Intron_UCSCL2_0	0.3874513328700006	0.4407254106245459	0.056930666088541	1.1374987598053252	0.1469363020816931	0.3349394027218102	1.719284913141365e-10	2.2431681790219462e-10	0.7664538616498199
ad	caudate	heritable	Intron_UCSC.flanking.500L2_0	0.0093402977508232	0.1188157760197908	0.0711455727458442	12.72076963599132	7.617056184271341	0.1302910152317586	-3.433630630358247e-09	1.2476673842776322e-08	-0.2752040065827505
ad	caudate	heritable	PromoterFlanking_HoffmanL2_0	0.008276913935696	0.0224920650926768	0.0580442709525267	2.7174458098053584	7.012791410358604	0.8048097184366616	-4.313107787795746e-09	6.983417833011624e-09	-0.6176213268246764
ad	caudate	heritable	PromoterFlanking_Hoffman.flanking.500L2_0	0.0248872744377393	0.0577912830696848	0.0737836705215712	2.322121822309696	2.9647147865129315	0.6533289735169653	-2.5747541430144412e-09	4.846038180691514e-09	-0.5313111550117899
ad	caudate	heritable	Promoter_UCSCL2_0	0.0463352847994827	0.1665065071536623	0.0847085591474071	3.5935142704792646	1.8281652851382224	0.1581588102981555	-1.1509902347708402e-09	2.764008442728824e-09	-0.4164206653560369
ad	caudate	heritable	Promoter_UCSC.flanking.500L2_0	0.0105898869666116	0.0280430346918989	0.0713163120987579	2.648095752137332	6.734378971523254	0.8075783583416043	-9.043061110372043e-10	7.827573509300599e-09	-0.115528280885861
ad	caudate	heritable	Repressed_HoffmanL2_0	0.4600180937968606	0.184141664302224	0.1384866934306509	0.4002922206436931	0.3010461877436613	0.039245445433575	1.5041057748425466e-09	9.066360231842507e-10	1.658996263527989
ad	caudate	heritable	Repressed_Hoffman.flanking.500L2_0	0.2584374951246896	0.3116383294422116	0.170354443227705	1.2058557110370298	0.659170772203597	0.7514400502229632	1.1868779774208135e-09	1.0111758296702042e-09	1.1737602329833323
ad	caudate	heritable	SuperEnhancer_HniszL2_0	0.1672067462048907	0.4341722396469081	0.0525876255265664	2.5966191526440263	0.3145066016781823	2.52179086728089e-06	5.790998626806345e-10	6.34142766498388e-10	0.9132010854248332
ad	caudate	heritable	SuperEnhancer_Hnisz.flanking.500L2_0	0.0031733761840608	0.0143615832178502	0.0340856238933302	4.525647885676211	10.741122992141486	0.7390090610280059	1.6502512765529102e-09	1.2601834238721985e-08	0.1309532600803571
ad	caudate	heritable	TFBS_ENCODEL2_0	0.1309715107414514	0.173165009721675	0.2030281498385259	1.3221578398337102	1.5501703285634405	0.8337971708644027	-1.6822047581560334e-09	2.385188640990558e-09	-0.7052711593735502
ad	caudate	heritable	TFBS_ENCODE.flanking.500L2_0	0.2100698874161887	0.3407701659554946	0.2831286983077715	1.6221752205748727	1.3477833581489922	0.6429479259669101	5.553636483571081e-10	1.6880979371519612e-09	0.3289878129310898
ad	caudate	heritable	Transcr_HoffmanL2_0	0.345192604324092	0.6105616800554775	0.1330691522242277	1.7687565504220295	0.3854924774091994	0.0359246493064691	1.8211108633518686e-09	8.822590284620196e-10	2.064145341223069
ad	caudate	heritable	Transcr_Hoffman.flanking.500L2_0	0.4167105759131739	0.2361388150987504	0.1721046897424165	0.5666734389480734	0.4130077317218757	0.2801319073685702	2.9053661229505227e-10	9.319673591638991e-10	0.3117454806096459
ad	caudate	heritable	TSS_HoffmanL2_0	0.0178069398920579	0.0624631758236956	0.0872339576277333	3.507799554686819	4.898874155611691	0.6000320986779404	-6.960847111129325e-10	8.170850457645783e-09	-0.0851912190439832
ad	caudate	heritable	TSS_Hoffman.flanking.500L2_0	0.0165316845264486	0.2422476346783398	0.1303490570176398	14.653536019924278	7.884801866929991	0.0882567618849459	1.5896711891944908e-08	8.461018469558526e-09	1.878817774614119
ad	caudate	heritable	UTR_3_UCSCL2_0	0.0111681302243406	0.0580344794857754	0.0352222681840543	5.196436495635683	3.153819616759884	0.1793943442071544	1.9112336671925315e-09	4.410080206686842e-09	0.4333784370394439
ad	caudate	heritable	UTR_3_UCSC.flanking.500L2_0	0.0152752174535186	0.0206910328457719	0.0359337394977534	1.3545491518358497	2.352420815421909	0.8803300288317419	-8.078232322755932e-10	3.1113573430055207e-09	-0.2596369183024311
ad	caudate	heritable	UTR_5_UCSCL2_0	0.0054601798073159	0.0014293973539432	0.0391632673112363	0.261785766107562	7.172523377117033	0.9173030397324592	-9.228295268202881e-09	1.1241460574400665e-08	-0.8209160373001516
ad	caudate	heritable	UTR_5_UCSC.flanking.500L2_0	0.021387283915762	0.024024397881609	0.0519464972461636	1.1233028923276935	2.4288496590200523	0.959450026924459	-2.236388826950834e-09	3.4933922709111763e-09	-0.6401768405949784
ad	caudate	heritable	WeakEnhancer_HoffmanL2_0	0.020905666163241	-0.0973693892601725	0.0852981065828574	-4.657559749584993	4.080142958220539	0.1615801874028858	-6.401771367691667e-09	4.934200246002699e-09	-1.2974283670140625
ad	caudate	heritable	WeakEnhancer_Hoffman.flanking.500L2_0	0.0678186909626131	0.2252619391376443	0.1051376811963117	3.3215318069442823	1.5502758856591858	0.1363221240198306	2.534077377206833e-09	2.181677784773002e-09	1.1615268739010869
ad	caudate	heritable	GERP.NSL2_0	1.7453162562850617	2.224916884089535	0.3119120797845492	1.274792964356679	0.178713788209628	0.1304273486779512	1.9982390601987163e-10	3.1954205811669223e-10	0.6253446172237482
ad	caudate	heritable	GERP.RSsup4L2_0	0.0081499252074974	-0.0276024082678597	0.0495574088204803	-3.3868296413895096	6.0807194616817775	0.4688968829460392	-1.1237701432522422e-08	9.838152408747035e-09	-1.1422573025531764
ad	caudate	heritable	MAFbin1L2_0	0.1023572764960639	0.0544550220468672	0.0324745035687619	0.532009290506682	0.3172661942603629	0.1330490605166809	-2.7913571449632437e-10	4.656890296702232e-10	-0.5994036722187631
ad	caudate	heritable	MAFbin2L2_0	0.0998554140226758	0.0780715184065629	0.0349734557636063	0.7818456232011008	0.3502409569466543	0.5270737991819905	-5.907457669662442e-11	4.948261908873446e-10	-0.1193844986068527
ad	caudate	heritable	MAFbin3L2_0	0.0996066368972879	0.0642673403044973	0.0285896114643075	0.6452114267322205	0.2870251657405971	0.2065284344122249	-2.4041334114594313e-10	3.803874496620003e-10	-0.6320222745507678
ad	caudate	heritable	MAFbin4L2_0	0.100695686862236	0.0283098859612308	0.0346379459003119	0.2811429848029363	0.3439863908739298	0.0308411379081519	-7.229576856014516e-10	4.413555501199091e-10	-1.6380391849723783
ad	caudate	heritable	MAFbin5L2_0	0.0983171225595559	0.1173080809101517	0.0415931081730401	1.193160233499429	0.4230505032106181	0.6482917290531636	2.9286214890385207e-10	5.855354532721434e-10	0.5001612579857508
ad	caudate	heritable	MAFbin6L2_0	0.099642200451288	0.0820489448836861	0.0499814786844525	0.823435698048412	0.501609543527563	0.7306845688880768	-2.200924347225663e-10	6.61516697847944e-10	-0.3327088120958613
ad	caudate	heritable	MAFbin7L2_0	0.0997337933780998	0.1127832145952896	0.0417054840486516	1.130842523634074	0.418168031476978	0.7549053629721428	6.842800319803259e-11	5.689494366420134e-10	0.1202707987583225
ad	caudate	heritable	MAFbin8L2_0	0.100229334597517	0.1416034216300119	0.0415144122093409	1.4127941904297532	0.4141942314198444	0.3139779144360585	3.5206482018641217e-10	5.309014352002289e-10	0.6631453540027281
ad	caudate	heritable	MAFbin9L2_0	0.1010999706600679	0.1606675213995496	0.0419511249695684	1.589194540320568	0.414946954936537	0.1422677676222905	5.235895324674727e-10	5.561833753689905e-10	0.9413973082530668
ad	caudate	heritable	MAFbin10L2_0	0.0984625640752075	0.1604850498621685	0.0400209230328756	1.629909309893526	0.4064582657253059	0.1192988875691067	4.3823837946861964e-10	4.985903703671266e-10	0.8789547602893574
ad	caudate	heritable	MAF_Adj_Predicted_Allele_AgeL2_0	3.39243741661591e-06	-0.4560365565562275	0.1612684485710814	-134427.40441506566	47537.63408609999	0.0102322729498432	-3.07646325967117e-10	2.749881080918133e-10	-1.1187622915838953
ad	caudate	heritable	MAF_Adj_LLD_AFRL2_0	0.002796474238471	-0.3685772222224425	0.0994667337466223	-131.80068571772526	35.568621508562046	0.0035304314691966	-9.409338649494561e-11	1.4484463046166815e-10	-0.6496159795156964
ad	caudate	heritable	Recomb_Rate_10kbL2_0	1.5524244420888622	1.6195533636861346	0.5544092385861666	1.0432413454576552	0.3571247807978224	0.9028214095736962	-3.3648157267399314e-11	1.1884836883506511e-10	-0.2831183767788636
ad	caudate	heritable	Nucleotide_Diversity_10kbL2_0	4.608695340678549	3.9531823215762767	0.2656118712522127	0.8577660334115815	0.0576327684123086	0.0110532716731839	-1.6396126604239766e-11	7.110491115896525e-11	-0.2305906348379209
ad	caudate	heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2702457418199446	0.0218660754079612	1.5206281110597395	0.1230367913291725	1.8849067257523427e-08	1.035702006534116e-09	9.294960172481203e-10	1.1142619089433334
ad	caudate	heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0144800019125804	0.0009239823931105	1.4405276359932675	0.0919214086077202	1.066514606755894e-05	5.8759432577959335e-08	3.8592183974865526e-08	1.5225733950747231
ad	caudate	heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.4694790381991892	0.1251677475400702	19990361497114.94	-5329627773591.927	5.496586561086704e-05	-1.9588199087997203e-10	1.8467406574955704e-10	-1.060690303670546
ad	caudate	heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.1635292481430981	0.0626399969792434	15.814581497719823	6.057786900471229	0.0143197743482753	2.7010969260557962e-08	1.241486156715552e-08	2.175696371195759
ad	caudate	heritable	BLUEPRINT_H3K27acQTL_MaxCPPL2_0	0.0165455490697362	0.1246527782575003	0.0404685481871548	7.533916084145235	2.4458872906899503	0.0100580187741603	1.0711675958375695e-08	6.9223927447661795e-09	1.5473950053577188
ad	caudate	heritable	BLUEPRINT_H3K4me1QTL_MaxCPPL2_0	0.0133725355131443	0.0664981123790462	0.0274820595576734	4.972737766423043	2.0551121012660887	0.0470797711124265	2.648917279087563e-09	5.79103946572519e-09	0.4574165475413227
ad	caudate	heritable	BLUEPRINT_DNA_methylation_MaxCPPL2_0	0.0317309714813847	0.1588161749105485	0.0624584310503288	5.005083913164128	1.968374371612627	0.045847911764116	5.134205642707767e-09	4.999639243733029e-09	1.026915221761933
ad	caudate	heritable	synonymousL2_0	0.0031200308530606	0.0642187139539829	0.0462406927107689	20.582717600688795	14.820588285339785	0.1728981061375335	1.8559305902805152e-08	2.3759920674588782e-08	0.7811181761500711
ad	caudate	heritable	non_synonymousL2_0	0.0027154115500022	0.0964937044850777	0.0476377642149331	35.535572677739026	17.543478525342962	0.0569362479348359	4.022802269415358e-08	1.7814293581588433e-08	2.258187927009936
ad	caudate	heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.0615668770963445	0.1052579448140318	2.0915465257034884	3.5758170490597925	0.7581195430471133	-3.84311784184109e-09	4.815982149876147e-09	-0.7979925427962652
ad	caudate	heritable	Conserved_Vertebrate_phastCons46way.flanking.500L2_0	0.3775344693875805	0.1628418546737765	0.1770735728717357	0.4313297668897127	0.4690262405946046	0.2231571633770422	-3.4143692507473852e-09	2.158248548995358e-09	-1.5820092881965506
ad	caudate	heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.0484000582499509	0.0905699525074555	2.2575227914401705	4.2244521886591295	0.7647294994130721	-1.5391621065820874e-08	9.048338725853105e-09	-1.7010438636479874
ad	caudate	heritable	Conserved_Mammal_phastCons46way.flanking.500L2_0	0.3177801497997285	0.2888873617910437	0.1499412451571082	0.9090793178022806	0.4718395571642981	0.8470468016852124	2.944592156850572e-09	2.5285896543471594e-09	1.1645195778556716
ad	caudate	heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.0165992736679696	0.0725198987499218	0.8614464647439628	3.763538794005061	0.9704766643452442	-8.617877614360673e-09	5.933955866971856e-09	-1.4522989060851312
ad	caudate	heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.1686644827075551	0.1446710489516795	1.0773823125202786	0.9241188587673712	0.9330505757312412	-1.0143017018786815e-10	1.6060931445711028e-09	-0.063153354791857
ad	caudate	heritable	BivFlnkL2_0	0.013549378568832	0.0897684868437276	0.0553636625437021	6.625284428189531	4.086066550022944	0.1692165564485271	2.4639866221083127e-09	5.023546095447345e-09	0.4904875112704416
ad	caudate	heritable	BivFlnk.flanking.500L2_0	0.0176299608851231	0.010006099763242	0.077412861459297	0.567562221404904	4.390983165743774	0.9208248660115724	-2.7232452193943262e-09	5.1395153894357375e-09	-0.529864201786797
ad	caudate	heritable	Human_Promoter_VillarL2_0	0.0152170072967354	0.1625367571880966	0.0875932661196905	10.681256440152096	5.756274174783527	0.0949368487080727	9.88422682022307e-10	1.4314529095218924e-08	0.0690503107330608
ad	caudate	heritable	Human_Promoter_Villar.flanking.500L2_0	0.0035888994069777	0.0838299766561647	0.04407387942191	23.358129373361063	12.280611525700367	0.0735911369186164	7.670280055112373e-09	1.7367988424080564e-08	0.4416331855954945
ad	caudate	heritable	Human_Enhancer_VillarL2_0	0.0332274311086149	0.0642093574600594	0.0505679094538234	1.9324201515961223	1.5218723737181288	0.5421413206463501	9.170393741400392e-11	3.4840038835078363e-09	0.026321422271686
ad	caudate	heritable	Human_Enhancer_Villar.flanking.500L2_0	0.0097977591270422	0.0351381832942884	0.0584022073841932	3.5863489639488653	5.960771909874842	0.6612744114631457	2.602277491275168e-09	6.818781176785943e-09	0.3816338175119091
ad	caudate	heritable	Ancient_Sequence_Age_Human_PromoterL2_0	0.004170665469584	0.1129494604062018	0.0508508515144331	27.081879673621348	12.192503063427187	0.0351250012994481	3.441495755239398e-08	1.6734770763511962e-08	2.05649411269089
ad	caudate	heritable	Ancient_Sequence_Age_Human_Promoter.flanking.500L2_0	0.0053204418805135	0.0733787635348103	0.0522497944846037	13.791855109547434	9.8205742413938	0.1734104713627156	1.4696992007089181e-08	1.813644865448347e-08	0.8103566628219672
ad	caudate	heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	-0.0024254508034012	0.0360256019194952	-0.472052560832956	7.011470864632098	0.8340597903597067	-4.836696570741469e-09	8.793228205855811e-09	-0.5500478842935628
ad	caudate	heritable	Ancient_Sequence_Age_Human_Enhancer.flanking.500L2_0	0.009026768116737	0.0091203025371999	0.0584410201272492	1.010361894672971	6.4741909143418095	0.9987061341439044	-2.1186588905441e-09	8.847289588585076e-09	-0.2394698251176981
ad	caudate	heritable	Human_Enhancer_Villar_Species_Enhancer_CountL2_0	0.0662830835413046	0.2520921138684549	0.1328081644733913	3.803264730606	2.0036509676052	0.1565762677247157	7.792861904033363e-10	6.563003967656712e-10	1.1873925328153907
ad	caudate	heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0277455532541253	0.0192490873906946	11.113058824888029	7.709928814138662	0.1947675337387815	-3.578191569067198e-09	9.32079901144472e-09	-0.383893222530992
ad	caudate	heritable	Human_Promoter_Villar_ExAC.flanking.500L2_0	0.0005770689894364	0.0504922460420591	0.0180892852412855	87.49776364064972	31.346832999900148	0.0051959033100229	9.00524885793955e-08	4.015552243541835e-08	2.2425928768384438
ad	caudate	heritable	L2_1	0.0043451281873206	0.0101069506681918	0.015874106935278	2.326042002094347	3.6533115367228497	0.7148423376040092	1.9275665484596403e-09	4.370804911165236e-09	0.4410095137249583
ad	caudate	non_heritable	baseL2_0	1.0	1.0000000000000135	1.9854753312833145e-08	1.0000000000000135	1.9854753312833145e-08		-1.9520354239702933e-09	9.889215787320867e-10	-1.9739031546596768
ad	caudate	non_heritable	Coding_UCSCL2_0	0.0142591398753161	0.197164737349224	0.060941987131481	13.827253191514956	4.273889425615138	0.0031475927479963	2.549453945039206e-09	5.702402004323561e-09	0.4470842187390876
ad	caudate	non_heritable	Coding_UCSC.flanking.500L2_0	0.0493628839626656	-0.0237800285286943	0.0716069261912067	-0.4817390439885926	1.4506228251445916	0.3127984754350452	-2.4676470469570736e-09	1.9662143916670807e-09	-1.2550244049759227
ad	caudate	non_heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.2897860877335486	0.1326287105614495	11.74624108365439	5.375995863201848	0.0495842156770622	2.823046715600176e-08	1.142293505370258e-08	2.4713847205890627
ad	caudate	non_heritable	Conserved_LindbladToh.flanking.500L2_0	0.3055313572411002	0.0004410082166374	0.1682778082102951	0.0014434139285069	0.5507709903488045	0.0684710655805731	-1.3261914168766302e-09	1.2253331913491102e-09	-1.0823108573566622
ad	caudate	non_heritable	CTCF_HoffmanL2_0	0.0238146642288856	0.1208888623878087	0.0955956850550781	5.076236272992595	4.0141521264501625	0.3139736332813128	5.817887736142851e-09	4.823668507097936e-09	1.2061126770179047
ad	caudate	non_heritable	CTCF_Hoffman.flanking.500L2_0	0.0469797903394289	0.0301756705863844	0.1194222031778832	0.6423117337979861	2.541990977717395	0.8878669536145601	-6.890869464314421e-10	2.9742394576567643e-09	-0.2316850933631063
ad	caudate	non_heritable	DGF_ENCODEL2_0	0.1353626031447911	0.260932038821132	0.2133769705850436	1.9276523408908224	1.5763361935113207	0.5461799207685655	4.5307441074773464e-10	2.3777161856757662e-09	0.1905502487963958
ad	caudate	non_heritable	DGF_ENCODE.flanking.500L2_0	0.4028609201666991	0.4614594686009309	0.2377677949992715	1.145456025890981	0.5901982125764049	0.8056127199466029	-1.1898592836384522e-11	1.0475580623056223e-09	-0.0113584089173981
ad	caudate	non_heritable	DHS_peaks_TrynkaL2_0	0.1099598249266627	0.1917586157815381	0.1869614648161957	1.743897063399571	1.7002706664992313	0.6603171155407803	1.2728412382467267e-09	3.747170580174558e-09	0.339680623289755
ad	caudate	non_heritable	DHS_TrynkaL2_0	0.1657427691494221	0.1701697330100532	0.2114326009624842	1.0267098461269224	1.275667119884255	0.9833032123581424	-1.357305694037427e-09	3.086486631135186e-09	-0.4397575159877561
ad	caudate	non_heritable	DHS_Trynka.flanking.500L2_0	0.3300626606336116	0.445276286371985	0.259840919101019	1.349065918323512	0.7872472414850259	0.6578463274736401	1.240303013879036e-09	1.5287517919876811e-09	0.8113174554427803
ad	caudate	non_heritable	Enhancer_AnderssonL2_0	0.0043137584486506	0.0699840157730849	0.0408371058599311	16.223443339757633	9.466711301998105	0.1080485359998867	1.6773345490297962e-08	1.1619729400860932e-08	1.443522900718771
ad	caudate	non_heritable	Enhancer_Andersson.flanking.500L2_0	0.0147088846313275	-0.0101131325920755	0.0614554890303802	-0.68755264899802	4.17812027021341	0.6823097372525451	-3.152832274684005e-09	5.026343535871933e-09	-0.6272615972591048
ad	caudate	non_heritable	Enhancer_HoffmanL2_0	0.041923223319492	0.2663396433378233	0.0999044804605226	6.3530335276960805	2.383034331572313	0.0254578139321485	3.757439665543761e-09	3.374212084403198e-09	1.1135754278493564
ad	caudate	non_heritable	Enhancer_Hoffman.flanking.500L2_0	0.0478821316458762	-0.1538484198655194	0.1250022740236898	-3.2130653873837987	2.610624667844238	0.0953133397778861	-7.768628983224429e-09	3.411691413260517e-09	-2.2770608599093767
ad	caudate	non_heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.1877746304621074	0.1574613758063135	2.243883251479643	1.881643665372726	0.5105989507290081	8.833176971511637e-10	3.085743488693169e-09	0.2862576556955659
ad	caudate	non_heritable	FetalDHS_Trynka.flanking.500L2_0	0.1995174092823224	0.0713833126166329	0.1781512778059298	0.3577798693026516	0.8929109416905119	0.4645496478830007	-1.990234220397797e-09	1.393961356978287e-09	-1.427754227500295
ad	caudate	non_heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.7050294484526658	0.0907445069038384	1.8122109468929355	0.23325009918728	0.0017571455739611	7.269973321807684e-10	5.821662779447334e-10	1.248779532107808
ad	caudate	non_heritable	H3K27ac_Hnisz.flanking.500L2_0	0.0314153673807392	0.110752054558252	0.1006707160089549	3.525410134982353	3.2045054507519857	0.4068256424900602	3.715558584840382e-09	3.728881937181031e-09	0.996426984665886
ad	caudate	non_heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.5982252808376116	0.1353125089597706	2.2278506107289795	0.5039172789608767	0.0187314543456216	1.4147094599797207e-09	9.942771217912615e-10	1.4228522702312816
ad	caudate	non_heritable	H3K27ac_PGC2.flanking.500L2_0	0.0666234535935042	0.0825404990514819	0.1361529593124939	1.2389105427511131	2.0436190555838865	0.906858463172692	3.9249640277368345e-10	2.561439416748179e-09	0.1532327488236942
