Disorder	BrainRegion	h2Metric	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	FDR
mdd	dlpfc	non_heritable	GERP.RSsup4L2_0	0.0081499252074974	0.1174634986715182	0.0169304867835956	14.412831489969928	2.077379405644204	2.2669273633195487e-10	3.4468170611565526e-08	1.0164358937491494e-08	3.39108160421498	2.748649428024953e-09
mdd	dlpfc	non_heritable	MAFbin9L2_0	0.1010999706600679	0.1517674339404491	0.0154862758254621	1.5011619978678554	0.1531778468812047	0.0013363359053197	6.039636444104357e-09	7.746602486272923e-10	7.796497180288607	0.005892026491636859
mdd	dlpfc	non_heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2015189152796557	0.0042681373667383	1.1339136203251552	0.0240161033362409	2.8132596363929563e-08	-3.803491288646295e-10	8.058718394373545e-10	-0.4719722296416046	2.2740515394176396e-07
mdd	dlpfc	non_heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0103707839963966	0.0001243034045517	1.0317264489272229	0.0123661923931967	0.011833893004739	2.894427484892861e-07	3.8786748063849424e-08	7.462413399876042	0.03958233177447183
mdd	dlpfc	non_heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.4722390632827218	0.0362068318120644	20107883036250.223	-1541682583666.9695	2.5120784912239122e-29	-1.072599698746753e-09	1.9076131572550348e-10	-5.622731708823888	1.2183580682435975e-27
mdd	dlpfc	non_heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0449878657877401	0.0087911770468707	4.350685140349469	0.8501768793492037	0.0001244261500225	2.3809247041091783e-08	6.759486496832633e-09	3.52234552909431	0.0006705186973434722
mdd	dlpfc	non_heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.2001461719633875	0.025382581356308	6.799354626153854	0.8622956426081942	1.8023674293898204e-10	3.4536646281701636e-09	4.994169137555445e-09	0.6915393798337934	2.4975662950116085e-09
mdd	dlpfc	non_heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1828259592012404	0.0253341972879014	8.52754696352311	1.1816623749690878	9.452211456092142e-10	-4.3422584152636435e-09	9.910596758631256e-09	-0.4381429818019706	1.0187383458232642e-08
mdd	dlpfc	non_heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.2416984547387579	0.0263776528753991	12.54333674674873	1.3689114519271304	9.055521550083264e-15	4.657656455769569e-08	7.6059911280437e-09	6.123668010335351	1.7567711807161533e-13
mdd	dlpfc	non_heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3599109996538563	0.0454191889992062	2.2990124469826365	0.2901252835880454	1.1474492855105923e-05	9.460819848588505e-09	1.967394623326606e-09	4.808806396243728	7.95018433532339e-05
mdd	dlpfc	non_heritable	BivFlnkL2_0	0.013549378568832	0.0507574328591225	0.0137724617922004	3.7461078086548736	1.0164644616160965	0.0072840828253922	5.538574247129379e-09	4.805507037546829e-09	1.1525473178698693	0.029439834752626806
mdd	dlpfc	non_heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0367237049429954	0.0118662637881669	7.14733893480955	2.3094676671522336	0.0094703098750475	1.831505104497697e-08	1.0996145766011264e-08	1.6655882374339026	0.03402296510665213
mdd	dlpfc	non_heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0244468852781167	0.0067071166297867	9.791827601801598	2.6864334248271646	0.001163240203965	3.31314542446014e-08	1.2527051689879435e-08	2.644792650721494	0.005373061894505
mdd	hippocampus	heritable	Coding_UCSCL2_0	0.0142591398753161	0.0545869986217369	0.0120929567757601	3.82821117536211	0.8480845886570011	0.0010414824224177	9.438404258154632e-09	6.674949774550885e-09	1.4140037868359363	0.005051189748725845
mdd	hippocampus	heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.188277187321687	0.0277708438449488	7.63166116817299	1.1256683488519474	1.7135422728171533e-08	-7.557489702976932e-09	8.405831627387423e-09	-0.899076978695782	1.511032731484217e-07
mdd	hippocampus	heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.1984856532368727	0.043234482135877	2.3718786284449203	0.5166466317219967	0.0079986658893596	6.386783767700165e-09	3.174269033558972e-09	2.012048663858633	0.030393001795047198
mdd	hippocampus	heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3533731485856694	0.0436292700115222	2.0925728050227392	0.2583598224554182	3.104316345097151e-05	5.0705711841375935e-09	2.03907293844599e-09	2.4867041725353656	0.00017712863851436684
mdd	hippocampus	heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5126074204737935	0.0364481439426128	1.2105355611966402	0.086073226059361	0.0152559447122644	-1.1493774532717223e-09	1.2118277019803771e-09	-0.948466066086294	0.049327554569654895
mdd	hippocampus	heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2229794715524768	0.0280756702182487	1.6779662714938428	0.2112751785974096	0.0015961360248528	8.590213945666213e-10	1.576414982269298e-09	0.5449208515704624	0.006731530191770504
mdd	hippocampus	heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1674044481583026	0.0287666242703982	4.383880039444282	0.7533218581022378	1.608014678721249e-05	1.729897896639959e-08	4.4764327321554135e-09	3.864456365475215	0.0001039849492239741
mdd	hippocampus	heritable	Intron_UCSCL2_0	0.3874513328700006	0.4528450896073436	0.0154036509180726	1.1687792793302487	0.039756350311075	2.6241990575271083e-05	8.245936450119456e-10	3.218154376503442e-10	2.56231848612519	0.00015909206786258095
mdd	hippocampus	heritable	GERP.NSL2_0	1.7453162562850617	3.5513939601994107	0.1052304897042463	2.034814004287464	0.0602930783033164	2.983510552527961e-37	2.787724576180365e-09	3.9620950370433214e-10	7.035986138940976	2.8940052359521223e-35
mdd	hippocampus	heritable	GERP.RSsup4L2_0	0.0081499252074974	0.1169307517805553	0.0168820929653121	14.347463173402703	2.071441459337782	2.431730474422113e-10	3.429041280777665e-08	1.0161740890323671e-08	3.374462425078075	2.948473200236812e-09
mdd	hippocampus	heritable	MAFbin9L2_0	0.1010999706600679	0.1513722064733841	0.0154473977688791	1.4972527240620903	0.1527932962593872	0.0014161789664041	6.021932952514145e-09	7.743265336417848e-10	7.77699418899157	0.006244061806418077
mdd	hippocampus	heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2013297002041681	0.0042729633833594	1.1328489383772176	0.0240432585339103	3.678043863552642e-08	-3.6930576375148553e-10	8.059810062806297e-10	-0.4582065344886044	2.973085456371719e-07
mdd	hippocampus	heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0103716413504615	0.0001243544834676	1.0318117418872546	0.0123712739249796	0.011614976854799	2.881748810881246e-07	3.8604555802689814e-08	7.464789455446751	0.03885009499708631
mdd	hippocampus	heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.4685130578564861	0.0363176093623925	19949230169241.79	-1546399478558.2017	5.854955753901415e-29	-1.0627885719640643e-09	1.9117118836101707e-10	-5.55935536665202	2.8396535406421863e-27
mdd	hippocampus	heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0450103746179552	0.0087764292060706	4.352861923609329	0.8487506456148979	0.0001206820059463	2.3885677264890065e-08	6.763322373546578e-09	3.531648492509281	0.0006503419209328389
mdd	hippocampus	heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.1991471002634313	0.0252906855889735	6.765414217909627	0.8591737647095574	1.9778775382676083e-10	3.261596643739612e-09	5.002886015273069e-09	0.6519430252423185	2.7407731601708288e-09
mdd	hippocampus	heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1822673504171914	0.025233729342168	8.501491786998798	1.17697625091256	9.424907137285466e-10	-4.180528133121838e-09	9.907806262813352e-09	-0.4219428622471635	1.0157955470185446e-08
mdd	hippocampus	heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.2410573866605666	0.026311984862754	12.510067469992135	1.365503502972771	9.788602420672943e-15	4.6571296638316607e-08	7.607061433897034e-09	6.122113912580632	1.8989888696105512e-13
mdd	hippocampus	heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3603139838617444	0.0453851755245777	2.3015865992335067	0.2899080148699146	1.0815073774540227e-05	9.486848669028314e-09	1.967510654036525e-09	4.821752120917458	7.493301115217159e-05
mdd	hippocampus	heritable	BivFlnkL2_0	0.013549378568832	0.0505486806319324	0.0137365355795335	3.730701033640826	1.0138129590040426	0.0074596529645234	5.386132918044815e-09	4.809151126961776e-09	1.119975807757065	0.03014943073161541
mdd	hippocampus	heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0366324727760187	0.0118444031549827	7.129582904470249	2.3052130486451943	0.0095251517679873	1.8295785530945042e-08	1.0991463222299632e-08	1.6645450347162425	0.03421998968499141
mdd	hippocampus	heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.024453017718761	0.0066980483565832	9.794283857512044	2.682801266094316	0.0011417218579286	3.3237765116396075e-08	1.2520209830064253e-08	2.654729079426738	0.005273667629479724
mdd	hippocampus	non_heritable	Coding_UCSCL2_0	0.0142591398753161	0.0546962676525111	0.0121246873921323	3.835874262457801	0.8503098712932349	0.0010396734016836	9.529953875183462e-09	6.657909608616001e-09	1.4313732741055465	0.005042415998165461
mdd	hippocampus	non_heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1887889933025387	0.0278277433230875	7.652406803293569	1.1279747224704246	1.6526714475255633e-08	-7.555377752459722e-09	8.409750220777292e-09	-0.8984069150821221	1.4573557309998148e-07
mdd	hippocampus	non_heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.1987164979697269	0.0432961393750175	2.374637194010828	0.517383427986217	0.007987576657302	6.43604324985052e-09	3.1664258684483347e-09	2.032589271702867	0.030380316220748934
mdd	hippocampus	non_heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3533351514666799	0.043750762987684	2.0923477971573	0.259079268454456	3.255230442317948e-05	5.0693007644731904e-09	2.0400183896818843e-09	2.4849289546177498	0.0001857396193557888
mdd	hippocampus	non_heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2224141206290807	0.0281748995416019	1.6737118898038528	0.2120218996142392	0.0017687933866722	8.300919186926175e-10	1.577120430427786e-09	0.5263338821040188	0.007459693848139278
mdd	hippocampus	non_heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1672191988367072	0.0288849344858171	4.379028849334358	0.7564200899446013	1.777034935712087e-05	1.7217099656586254e-08	4.484887668726418e-09	3.838914356014501	0.00011491492584271496
mdd	hippocampus	non_heritable	Intron_UCSCL2_0	0.3874513328700006	0.4531611928949355	0.0154526204216869	1.1695951322149205	0.0398827390971234	2.540713774699288e-05	8.26966696955823e-10	3.2229192739065436e-10	2.5658932994416754	0.00015403077259114434
mdd	hippocampus	non_heritable	GERP.NSL2_0	1.7453162562850617	3.55554798254116	0.1054974801820119	2.037194101491503	0.0604460537178318	2.944721613316392e-37	2.784985690020416e-09	3.958457153232446e-10	7.035533244931597	2.8563799649169e-35
mdd	hippocampus	non_heritable	GERP.RSsup4L2_0	0.0081499252074974	0.1173879561060177	0.0169306635314068	14.403562378465564	2.077401092691225	2.3262344135917812e-10	3.4420273259353763e-08	1.016428548254064e-08	3.3863937921143625	2.8205592264800348e-09
mdd	hippocampus	non_heritable	MAFbin9L2_0	0.1010999706600679	0.1517851723921599	0.0154875060430502	1.50133745243619	0.1531900152090488	0.0013317352180907	6.0388286621847405e-09	7.747792314866732e-10	7.7942572758400175	0.005871741643399904
mdd	hippocampus	non_heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2015276072029749	0.0042714761625564	1.1339625283406871	0.0240348901883251	2.8657829158068484e-08	-3.761505625738931e-10	8.051261037397603e-10	-0.4671945932776211	2.316507856943869e-07
mdd	hippocampus	non_heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0103705703434661	0.000124860749114	1.031705193891994	0.0124216392259853	0.0122761591669361	2.876168608036387e-07	3.865880544615828e-08	7.439879672542251	0.04106163583423454
mdd	hippocampus	non_heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.4722323205359423	0.0361984547519923	20107595930895.902	-1541325889447.4214	2.557302689782272e-29	-1.0715682274140864e-09	1.9087629470073503e-10	-5.613940846316942	1.2402918045444019e-27
mdd	hippocampus	non_heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0451440697707225	0.0087867390967269	4.365791310329423	0.8497476942032508	0.0001156216676913	2.3934667940520968e-08	6.756024805384624e-09	3.54271463323296	0.00062307232033645
mdd	hippocampus	non_heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.2000212061723035	0.0253598360733503	6.795109295247033	0.8615229411201553	1.7965939507276627e-10	3.410399605307957e-09	4.992787206800518e-09	0.6830652827868889	2.48956590315119e-09
mdd	hippocampus	non_heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1827866347750874	0.0252999613773404	8.525712755228517	1.1800655101889277	9.121207040268499e-10	-4.281672692162326e-09	9.906899495305376e-09	-0.4321909891375501	9.830634254511604e-09
mdd	hippocampus	non_heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.2415256293002321	0.0263942836126502	12.534367687860136	1.369774531245996	9.77512781653602e-15	4.651468785613471e-08	7.605582374368971e-09	6.11586142474645	1.896374796407988e-13
mdd	hippocampus	non_heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3606271684365604	0.0454637926529285	2.303587136134011	0.2904101994566551	1.09281914997258e-05	9.468543130527513e-09	1.9677825323568873e-09	4.811783301677487	7.571675539095734e-05
mdd	hippocampus	non_heritable	BivFlnkL2_0	0.013549378568832	0.0506388814893189	0.0137539617519462	3.7373582287976608	1.0150990823730393	0.0073926996944031	5.420572373664731e-09	4.795939947241713e-09	1.1302419198935678	0.02987882793154586
mdd	hippocampus	non_heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0366966700614911	0.0118664384617025	7.142077279933664	2.30950166293134	0.0095324486677763	1.8329003238109987e-08	1.0993399203478636e-08	1.667273506479247	0.03424620447312226
mdd	hippocampus	non_heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0244940621721384	0.0067084371270917	9.810723588255224	2.6869623299131176	0.0011387034671801	3.3150647462956426e-08	1.2527223985571544e-08	2.646288395668368	0.005259725538879509
scz	caudate	heritable	Coding_UCSCL2_0	0.0142591398753161	0.048785969464891	0.0131223404874779	3.4213823478472083	0.9202757390853452	0.0097037615332993	6.676327472506e-08	9.581893507005465e-08	0.6967649418796859	0.026146246353612002
scz	caudate	heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1560161779371907	0.0297174958989053	6.323987646658865	1.2045742911992834	1.1021589867045305e-05	2.870846933125056e-08	1.0424231409101484e-07	0.275401304945945	8.909118475861621e-05
scz	caudate	heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.2444835496808495	0.0436267410155552	2.921547714092584	0.5213340760705111	0.000332669735253	1.281408657834626e-07	3.855306080935252e-08	3.3237533698589545	0.0013445401799808748
scz	caudate	heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.4808781258345156	0.0206839430349052	1.2360513531331951	0.0531661026004386	2.0975148532929352e-05	-1.3911048618707048e-09	7.521677539641315e-09	-0.1849460914189951	0.00015344838698143768
scz	caudate	heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.3762274478044217	0.0324028753215703	1.4011085392287357	0.120671539446577	0.0012676130527859	2.2401190476302787e-08	1.288642864919602e-08	1.7383552174248362	0.004129561287398423
scz	caudate	heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3457656162193678	0.0438853182919803	2.047523215355929	0.2598760657540495	8.952374555295184e-05	4.3368855711156064e-08	2.4429388700776163e-08	1.7752738818952996	0.00043419016593181645
scz	caudate	heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5747414053836919	0.0382061100460398	1.3572665590092885	0.0902247080679705	0.0001159780224781	-2.9139539979788322e-08	1.4904184227461842e-08	-1.955124784763261	0.000535708008589319
scz	caudate	heritable	H3K4me3_peaks_TrynkaL2_0	0.0413684654276123	0.125303533375183	0.0332352299116442	3.028962570401424	0.8033952811181795	0.0126002314816355	4.326980189239319e-08	5.4804923234349736e-08	0.7895239941741812	0.033017289684710315
scz	caudate	heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2433287391374698	0.0337342944569253	1.8310986850720383	0.2538574869572277	0.0012771839033191	-1.2821151907055083e-09	2.2479703744942106e-08	-0.0570343455257493	0.004129561287398423
scz	caudate	heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1385491099984112	0.0269199591750627	3.6282349990511977	0.7049625800780112	0.0002869115693822	1.0232037378087129e-07	4.987166256590847e-08	2.0516736061415366	0.001215264573969248
scz	caudate	heritable	H3K9ac_TrynkaL2_0	0.1253023111780779	0.2110777339179642	0.0302205786098449	1.6845478102792806	0.2411813343721636	0.0051161085633957	-4.344686198604087e-08	2.2730115478313893e-08	-1.911422844617406	0.015038258504526754
scz	caudate	heritable	Intron_UCSCL2_0	0.3874513328700006	0.5140141523817692	0.0174608890416156	1.3266547531899535	0.0450660187752513	9.832968967099556e-12	1.1392557881658083e-08	3.320620021324805e-09	3.430852614420144	1.5896633163477616e-10
scz	caudate	heritable	SuperEnhancer_HniszL2_0	0.1672067462048907	0.2175174260495358	0.0147527941166206	1.300889054936789	0.0882308546243881	0.0009354021328068	-7.076315089657189e-09	8.321038356585311e-09	-0.850412506998836	0.003360518773417022
scz	caudate	heritable	UTR_3_UCSCL2_0	0.0111681302243406	0.0529185481866954	0.011981915156876	4.738353432820926	1.0728667123492006	0.000699167268662	1.1739580535335817e-07	9.546118227131745e-08	1.2297753134850005	0.002608431733085154
scz	caudate	heritable	UTR_5_UCSC.flanking.500L2_0	0.021387283915762	0.0652005722166007	0.0163968419737036	3.048567198780637	0.7666631274118691	0.0085424318303052	1.2075895317099786e-07	4.075205410301662e-08	2.9632605234016616	0.023674739643988696
scz	caudate	heritable	GERP.NSL2_0	1.7453162562850617	3.235060043794628	0.1043442535769391	1.853566671452722	0.0597852986249253	4.049761153770029e-30	2.7208819371613773e-08	3.6881251241871047e-09	7.377412223130806	3.9282683191569283e-28
scz	caudate	heritable	MAFbin9L2_0	0.1010999706600679	0.1525103150081474	0.0160507393366039	1.5085099828657549	0.1587610681962696	0.0015362135322608	6.448124150344067e-08	8.541912026183252e-09	7.548806555931312	0.004806861697719277
scz	caudate	heritable	MAFbin10L2_0	0.0984625640752075	0.1420459808442665	0.0160893555065176	1.4426394658559696	0.1634058147645668	0.006907683529077	6.053387231396228e-08	8.836176072257693e-09	6.85068652083746	0.01970721477413144
scz	caudate	heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2243326911094479	0.0049032713463922	1.2622829652501564	0.0275898972367359	2.6526504986128512e-20	1.950597279979425e-08	1.0929901091705656e-08	1.7846431212993044	8.576903278848219e-19
scz	caudate	heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0110931475134753	0.000157463201202	1.1035900174452025	0.0156650596010216	2.256070977118525e-09	3.487972825082317e-06	4.81706515024845e-07	7.240867034780334	2.7354860597562114e-08
scz	caudate	heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.535787854515135	0.0436064865234243	22813782993601.76	-1856758999434.7688	2.5732739529732953e-26	-1.4084105624369564e-08	2.892110642519938e-09	-4.8698363808439495	1.2480378671920483e-24
scz	caudate	heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0469681053690919	0.0090596370187842	4.542190088851979	0.8761390980526588	6.967574617171646e-05	2.612078285801383e-07	7.854717136072823e-08	3.325489945150797	0.0003754748543698053
scz	caudate	heritable	BLUEPRINT_H3K27acQTL_MaxCPPL2_0	0.0165455490697362	0.0412722424656812	0.0098129948901272	2.494461942104599	0.593089709429852	0.0129346083300927	9.590897798940097e-08	6.590165456034868e-08	1.4553349021240949	0.033017289684710315
scz	caudate	heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.1463914679665955	0.0295504172147442	4.9732028106448425	1.003885130666413	8.452773922275096e-05	5.211098563456587e-09	6.077779178016638e-08	0.0857401759890382	0.0004315363528740444
scz	caudate	heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1422428849947916	0.0273110717133286	6.63463157704506	1.2738696828233405	1.0853275468939916e-05	-3.677687949436934e-08	1.167125968477123e-07	-0.3151063423115858	8.909118475861621e-05
scz	caudate	heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.1853082638048868	0.0282224753631898	9.61687552935486	1.4646515332087602	1.406493571060623e-08	4.028142363622873e-07	8.829636976048493e-08	4.56207018991802	1.5158875154764494e-07
scz	caudate	heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3323503913589594	0.0428837792408769	2.1229628636764315	0.2739297835944186	6.445908383230061e-05	8.203605095224438e-08	1.8704650977150676e-08	4.385863764710629	0.0003733123427817141
scz	caudate	heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0570840568168144	0.0127091947895582	11.109965687749025	2.473522834651092	6.542587450813545e-05	4.139350031068298e-07	1.322190933046657e-07	3.130674948382988	0.0003733123427817141
scz	caudate	heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0368380213680257	0.0078329985416672	14.7549084606732	3.137388278817887	2.214718987360956e-05	6.062467283739478e-07	1.5492743393537642e-07	3.9131012047022375	0.00015344838698143768
scz	caudate	non_heritable	Coding_UCSCL2_0	0.0142591398753161	0.0490701964001899	0.0131859604031823	3.441315312793497	0.9247374328663668	0.0094371446329895	6.777724521995226e-08	9.576705579390181e-08	0.7077302800851911	0.025427861927777264
scz	caudate	non_heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1571172418337843	0.0297849495867862	6.368618367474518	1.2073084710421718	1.0015406073483548e-05	3.000388562498933e-08	1.04219935549828e-07	0.2878900804025573	8.281404407541127e-05
scz	caudate	non_heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.2454772311027178	0.0437992307949522	2.9334220822878487	0.5233953072713816	0.0003242197653025	1.2887298403530697e-07	3.858108216720724e-08	3.3403154291209884	0.0013103882180976042
scz	caudate	non_heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.4806216091207476	0.0207366155639938	1.2353920013887087	0.053301492312208	2.310839596457665e-05	-1.329353183486184e-09	7.519042929459748e-09	-0.1767981904023654	0.0001601081720402811
scz	caudate	non_heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.3757901091205654	0.0325379282054993	1.3994798463514293	0.1211744898560292	0.0013678679232103	2.2272267953710866e-08	1.2880434884724652e-08	1.729154966663766	0.004552863699322513
scz	caudate	non_heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.34571465443344	0.0439847148947045	2.047221434511078	0.2604646634689715	9.23593063289001e-05	4.303829003810597e-08	2.4394205886387275e-08	1.764283299015799	0.0004479426356951655
scz	caudate	non_heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5746308513062626	0.0383762676245595	1.3570054827220202	0.0906265395506571	0.0001224523706967	-2.913267582291212e-08	1.4913180805073536e-08	-1.953485054844976	0.0005656133313133286
scz	caudate	non_heritable	H3K4me3_peaks_TrynkaL2_0	0.0413684654276123	0.1249948953739648	0.0333289553109375	3.0215018633621886	0.8056609053883679	0.0131425912019022	4.24262833878836e-08	5.474048581310584e-08	0.7750439689690515	0.03354819333117141
scz	caudate	non_heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2426728841843107	0.0338384182297434	1.826163241989628	0.2546410397104611	0.0014081021750482	-1.4638220870681322e-09	2.242930162629191e-08	-0.0652638281591532	0.004552863699322513
scz	caudate	non_heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1392321506857843	0.0269706637705792	3.646122029344869	0.7062903994199593	0.0002681157253076	1.0298072509802693e-07	4.9823649648654463e-08	2.06690448861584	0.0011604103642889913
scz	caudate	non_heritable	H3K9ac_TrynkaL2_0	0.1253023111780779	0.2115299092068656	0.030298259725497	1.6881564850487247	0.2418012839558683	0.0049827354498037	-4.316061203267636e-08	2.270966882969065e-08	-1.900539032795057	0.014646222382756329
scz	caudate	non_heritable	Intron_UCSCL2_0	0.3874513328700006	0.5148267961424843	0.017530771948493	1.3287521617978826	0.0452463844133297	9.046869744846978e-12	1.1373940653041745e-08	3.320655623631358e-09	3.42520933881231	1.462577275416928e-10
scz	caudate	non_heritable	SuperEnhancer_HniszL2_0	0.1672067462048907	0.2168113702856593	0.0148124154115606	1.2966664037585207	0.0885874269295924	0.0011449491660765	-7.109560579827622e-09	8.324464668432434e-09	-0.8540561901581608	0.003966431039622161
scz	caudate	non_heritable	UTR_3_UCSCL2_0	0.0111681302243406	0.0529937545987795	0.0120402876071881	4.745087452802192	1.0780934109226927	0.0007186164310366	1.166068032025305e-07	9.535196797776669e-08	1.2229092453521233	0.002680992069636546
scz	caudate	non_heritable	UTR_5_UCSC.flanking.500L2_0	0.021387283915762	0.065375725420895	0.0164746950878323	3.0567567942890794	0.7703032864164114	0.0086028441310112	1.2100172171553297e-07	4.0723827618411326e-08	2.9712757565260848	0.02384216802023104
scz	caudate	non_heritable	GERP.NSL2_0	1.7453162562850617	3.242268609459076	0.1047905166359943	1.8576969060955784	0.0600409904271692	3.882806426912006e-30	2.7119543554295536e-08	3.683654349050495e-09	7.362130369611338	3.766322234104646e-28
scz	caudate	non_heritable	MAFbin9L2_0	0.1010999706600679	0.1529597385197071	0.0161404067655898	1.512955320570855	0.1596479866434316	0.001485284587631	6.463661096146965e-08	8.561265609329188e-09	7.54988969049568	0.004647503387103452
scz	caudate	non_heritable	MAFbin10L2_0	0.0984625640752075	0.1428899267050423	0.0161892718763638	1.4512107017231477	0.1644205798256297	0.0062189275686762	6.102045047239155e-08	8.861533549536156e-09	6.885992151503569	0.017742234534164455
scz	caudate	non_heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2248462504898662	0.0049417836237556	1.2651726789799764	0.0278065994544484	2.000426985874929e-20	1.9432922105827563e-08	1.0942512231077673e-08	1.775910476082119	4.819667020051364e-19
scz	caudate	non_heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0110946875667852	0.0001581709117796	1.1037432280156976	0.015735465437399	2.3393088420795507e-09	3.46743692215412e-06	4.797963889644859e-07	7.226892494205028	2.8364119710214554e-08
scz	caudate	non_heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.5432489652693818	0.0440316120620828	23131476200351.76	-1874860794207.1973	1.887864143568988e-26	-1.4270390092048662e-08	2.9000113576954062e-09	-4.92080489760189	9.156141096309592e-25
scz	caudate	non_heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0471772354160496	0.0091205957313519	4.562414630998349	0.8820342913519852	7.004887651448518e-05	2.6152336689284325e-07	7.86804074436274e-08	3.3238689959786805	0.000377485612328059
scz	caudate	non_heritable	BLUEPRINT_H3K27acQTL_MaxCPPL2_0	0.0165455490697362	0.0414408417608307	0.0098534853982291	2.5046519511782663	0.5955369239605564	0.0126964214413207	9.610026468218764e-08	6.591200482764e-08	1.4580085211106837	0.0332852129677867
