term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	0.618081176929705	0.667003839406432	-0.721338390381139	0.470701342389542	0.166095251823567	2.27083338950627	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
h2_categoryNon-heritable	1.37338657383001	0.107023086593584	2.96459064480824	0.00303085937577401	1.11028617585525	1.68949456580914	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
h2_categoryLow prediction	0.703680379363622	0.698483265620315	-0.503134505577527	0.614869708240875	0.147937716368279	2.47457686279338	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_vmr_length	1.01551356075645	0.0490818179994584	0.313648848995035	0.753787754146728	0.922448523958665	1.11819148467933	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_num_snps	0.897816019447659	0.0985756679444104	-1.09347582459963	0.274184937824617	0.740796552920412	1.09034083869173	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
methylation_variance	1.87151207551172e-30	12.0870540106671	-5.66315051035207	1.48618692050194e-08	2.77370738444246e-41	1.04525514697227e-20	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_min_distance	0.978767093892258	0.00886189335243284	-2.42178120996297	0.0154446461710692	0.961876263865803	0.995887073232293	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_stateGenic/other	1.09484313357419	0.165547040671445	0.547343496016703	0.584142766601276	0.798395156132275	1.52972207904158	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_stateIntergenic	0.872400382348191	0.195249006306292	-0.699142131197144	0.484463211088484	0.5973744540257	1.28612908772119	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_statePromoter	1.376630254397	0.174656290854742	1.83010109054884	0.0672348239124225	0.984897454124803	1.95562222439648	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
(Intercept)	1.88264065062498	0.240422872973863	7.83053886403583	5.903742643276e-15	1.41130490200329	2.35397639924668	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
h2_categoryNon-heritable	0.216731143889921	0.0417606168281299	5.18984536990678	2.18903270140697e-07	0.134861763692762	0.29860052408708	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
h2_categoryLow prediction	-0.252370434185973	0.224031967748888	-1.1264929586694	0.260011682067575	-0.691572719426084	0.186831851054139	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_vmr_length	0.0119247316834326	0.0178969589777728	0.666299324831809	0.505250936317978	-0.0231612668053941	0.0470107301722594	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_num_snps	-0.121642464053946	0.0358583985237993	-3.39230052265751	0.000698533322973004	-0.191940871620298	-0.0513440564875928	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
methylation_variance	-20.9864585655871	2.62087313596015	-8.00743014899833	1.44913346871661e-15	-26.1245354311546	-15.8483817000196	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_min_distance	-0.0309566520488363	0.00320872060901674	-9.64766205005381	7.82908272122831e-22	-0.0372471713811346	-0.0246661327165381	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_stateGenic/other	0.0112612647675394	0.0589135713686587	0.191148906880398	0.848416793534234	-0.104235534357905	0.126758063892984	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_stateIntergenic	-0.0410523205915171	0.0671942607293958	-0.610949806514617	0.541260941848494	-0.172782953339651	0.0906783121566169	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_statePromoter	0.179711721914493	0.0632692903239618	2.84042575780926	0.00452378125015078	0.0556757766205113	0.303747667208475	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
(Intercept)	0.7269640817499	0.69582017244038	-0.458276752270566	0.646753624023018	0.184711326127971	2.82753415362467	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
h2_scaled	0.955384331983671	0.0438059917867652	-1.04190261948335	0.29745682954596	0.87535877581924	1.03945144004928	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_vmr_length	1.03137920205243	0.0493068716982813	0.626625388988311	0.530904821787082	0.936455775924447	1.13617472531421	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_num_snps	0.889405893433021	0.102170959669313	-1.14711239871687	0.251335170190843	0.728727741231644	1.08780984775429	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
methylation_variance	2.209254924873e-34	13.0112733685602	-5.95600719822195	2.5847495057484e-09	5.27887184038775e-46	7.18303981549449e-24	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
log_min_distance	0.980474936285978	0.00887705674313419	-2.22125378033295	0.0263337774494254	0.96352771255703	0.997656336077471	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_stateGenic/other	1.11254372972071	0.165513522924601	0.644352437283551	0.519346919455479	0.811363700975431	1.55436528874221	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_stateIntergenic	0.882997872764443	0.195911470125499	-0.635146514911352	0.525332862402817	0.603795969114684	1.30333741500238	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
chromatin_statePromoter	1.39199095033906	0.17480352881243	1.89203881034221	0.058485810008861	0.995581455711523	1.97797872255308	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	EA_only	window_250kb
