pheno_id	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	PopSize
pheno_1	349	11	0.0290086096670498	0.120053331489643	5000
pheno_2	660	11	0.0350468914409518	0.208778661154877	5000
pheno_3	1165	11	0.0593543546547321	0.309097662772868	5000
pheno_4	3323	11	0.193219078605141	0.561659397496607	5000
pheno_5	3435	11	0.207479343087447	0.574246660102476	5000
pheno_6	4113	11	0.211818026703536	0.652587706131925	5000
pheno_7	3171	11	0.289485041117997	0.697891294452539	5000
pheno_8	2536	11	0.196283530189384	0.500291495488311	5000
pheno_9	3167	11	0.184840529853117	0.573501389878851	5000
pheno_10	3852	11	0.214838799096766	0.62368975096337	5000
pheno_11	2792	11	0.639149515536588	0.82407693287203	5000
pheno_12	2456	11	0.194187861452514	0.512833364835506	5000
pheno_13	3593	11	0.205518744138803	0.621797653613947	5000
pheno_14	940	11	0.0467941877518737	0.276962953480118	5000
pheno_15	2338	11	0.549391896550994	0.756196399749776	5000
pheno_16	2395	11	0.165104625873254	0.459939967918731	5000
pheno_17	1251	11	0.542974307072276	0.688157472659215	5000
pheno_18	1722	11	0.204026702528141	0.445857882957016	5000
pheno_19	2362	11	0.195826019343421	0.495553018303903	5000
pheno_20	2520	11	0.211496923656126	0.490303283527279	5000
pheno_21	3346	11	0.229481067885459	0.609683573904014	5000
pheno_22	4948	11	0.276085726490929	0.712317618634155	5000
pheno_23	3450	11	0.197968385293809	0.584511488778427	5000
pheno_24	2667	16	0.435887890224967	0.723479902333217	5000
pheno_25	2349	11	0.24749927619521	0.554005599711817	5000
pheno_26	1181	11	0.0789307162343603	0.319597768219189	5000
pheno_27	4242	11	0.391281424825771	0.697684254559992	5000
pheno_28	5041	11	0.254386104431405	0.699399460678015	5000
pheno_29	3563	14	0.212769429571934	0.619257390136619	5000
pheno_30	762	11	0.0762544871024535	0.255775984760675	5000
pheno_31	4849	11	0.440809492725941	0.699319184675118	5000
pheno_32	2103	11	0.174444405444603	0.454236607724693	5000
pheno_33	2574	11	0.360036942556521	0.692533354004801	5000
pheno_34	3776	11	0.230563778607512	0.622269356151131	5000
pheno_35	8097	12	0.398823669470885	0.809498751165475	5000
pheno_36	3325	11	0.217394412462004	0.576576677773673	5000
pheno_37	5787	11	0.34280587374419	0.743887424301975	5000
pheno_38	2778	11	0.207735863583804	0.568776656260535	5000
pheno_39	2631	11	0.217605550842502	0.531092119262364	5000
pheno_40	1395	11	0.171649167937253	0.37760920229224	5000
pheno_41	613	12	0.0269677096367192	0.181212023047166	5000
pheno_42	4101	13	0.226506544213875	0.638921528218462	5000
pheno_43	3821	11	0.222189144975723	0.608884276050531	5000
pheno_44	698	11	0.726394924627712	0.794405790688481	5000
pheno_45	608	11	0.0234051029511758	0.179405498211915	5000
pheno_46	4028	11	0.464027640922508	0.691654559412052	5000
pheno_47	1330	11	0.384139404931513	0.59553032099524	5000
pheno_48	6605	11	0.652165236153932	0.796898971644692	5000
pheno_49	1347	11	0.506750766272867	0.674695669508668	5000
pheno_50	174	11	0.0544758863511003	0.103321332723147	5000
pheno_51	3593	11	0.207811061413028	0.583129374154025	5000
pheno_52	2133	11	0.157002041977332	0.426526007108963	5000
pheno_53	4640	11	0.248115101110226	0.683037611266669	5000
pheno_54	2495	11	0.214479209531988	0.517064937349092	5000
pheno_55	5641	11	0.327902496131283	0.73460652910321	5000
pheno_56	2008	11	0.193370475622039	0.470126561360927	5000
pheno_57	1795	11	0.615038333178041	0.776192071781578	5000
pheno_58	2803	11	0.170340235134872	0.518272727248834	5000
pheno_59	3705	11	0.216697608761041	0.604193654576094	5000
pheno_60	1226	11	0.0236579497442348	0.276702325071193	5000
pheno_61	645	15	0.0715679503900938	0.228391086401154	5000
pheno_62	1595	11	0.14794473517799	0.351604378540981	5000
pheno_63	4467	11	0.259925567172207	0.67430188272093	5000
pheno_64	1321	11	0.0716946874336476	0.354421815446773	5000
pheno_65	2876	11	0.210207631484447	0.569891183204458	5000
pheno_66	3124	11	0.207583181412473	0.553241420502213	5000
pheno_67	1146	11	0.100189800011347	0.323612194147523	5000
