cohort	tissue	population	vmr_set	modality	run_tag	bin_type	h2_bin	n_vmrs	n_any_fdr10	prop_any_fdr10	median_max_abs_beta	median_pairs_tested
all_individuals	caudate	AA	shared	expression	abc	h2_quintile	Q1	10	0	0	0.14206282656407	1
all_individuals	caudate	AA	shared	expression	abc	h2_quintile	Q2	9	1	0.111111111111111	0.449072738706009	1
all_individuals	caudate	AA	shared	expression	abc	h2_quintile	Q3	10	0	0	0.174305880671095	1
all_individuals	caudate	AA	shared	expression	abc	h2_quintile	Q4	9	2	0.222222222222222	0.345337289971933	2
all_individuals	caudate	AA	shared	expression	abc	h2_quintile	Q5	10	3	0.3	0.235759885353552	1
all_individuals	caudate	AA	shared	expression	abc	h2_tertile	T1	16	1	0.0625	0.234435630032211	1
all_individuals	caudate	AA	shared	expression	abc	h2_tertile	T2	16	0	0	0.194980438884068	1
all_individuals	caudate	AA	shared	expression	abc	h2_tertile	T3	16	5	0.3125	0.351225503864768	2
