Tissue	h2_Category	OR	PValue	FDR	Test	Env
Caudate	Heritable	1.1720878118272255	0.12638344571415788	0.230787161738897	Logit	smoking
Caudate	Heritable	0.6315491152009987	0.00020863527659636586	0.0009151298745269335	Logit	codeine
Caudate	Heritable	1.0191070792294228	0.8489509187456749	0.8696570387150816	Logit	morphine
Caudate	Heritable	0.5314744719485166	7.344667665516233e-07	6.756487209255919e-06	Logit	cocaine
Caudate	Heritable	0.9723302019220387	0.7958319096526515	0.8696570387150816	Logit	ethanol
Caudate	Heritable	0.6989482082091861	0.0024077608907828534	0.005618108745159992	Logit	antipsychotics
Caudate	Heritable	1.1868261992595919	0.10137146884017867	0.2128800845643752	Logit	nicotine
Caudate	Heritable	0.8829833809425646	0.33157247759784036	0.49735871639676055	Logit	amphetamines
Caudate	Heritable	1.7750695957395304	1.6392828532673746e-10	6.884987983722974e-09	Logit	hx_sexual_abuse
Caudate	Heritable	0.9219461634295284	0.4680175838413379	0.6340883393979416	Logit	hx_physical_abuse
Caudate	Heritable	0.9397808384437519	0.5812536726476769	0.7397774015515888	Logit	less_than_hs
Caudate	Heritable	0.7597080199106249	0.01741257195192642	0.038490948525311035	Logit	more_than_hs
Caudate	Heritable	0.6448881918590517	0.0002178880653635556	0.0009151298745269335	Logit	single
Caudate	Heritable	0.5469070434735531	2.8739906488805843e-05	0.00017243943893283507	Logit	previously_married
Caudate	Heritable	1.1140064634575726	0.3060327814180017	0.49735871639676055	DMR	smoking
Caudate	Heritable	0.6219804576425774	0.00012769231846577298	0.0006703846719453082	DMR	codeine
Caudate	Heritable	1.0238942352904297	0.8116361900247635	0.8696570387150816	DMR	morphine
Caudate	Heritable	0.5338215084744637	8.043437153876094e-07	6.756487209255919e-06	DMR	cocaine
Caudate	Heritable	0.9416537646764708	0.5709396570798824	0.7397774015515888	DMR	ethanol
Caudate	Heritable	0.6838075389633925	0.0013022071714001637	0.0038902546681071058	DMR	antipsychotics
Caudate	Heritable	1.1720878118272255	0.12638344571415788	0.230787161738897	DMR	nicotine
Caudate	Heritable	0.8815319428424965	0.3266368614879077	0.49735871639676055	DMR	amphetamines
Caudate	Heritable	1.7135922330097086	2.2721185579067483e-09	3.180965981069448e-08	DMR	hx_sexual_abuse
Caudate	Heritable	0.8876209840032262	0.3128241738433558	0.49735871639676055	DMR	hx_physical_abuse
Caudate	Heritable	0.9040579710144927	0.7664032490592778	0.8696570387150816	DMR	less_than_hs
Caudate	Heritable	0.9040579710144927	0.7664032490592778	0.8696570387150816	DMR	more_than_hs
Caudate	Heritable	0.2978038067349927	0.0008136477990689675	0.002628708273915126	DMR	single
Caudate	Heritable	0.2978038067349927	0.0008136477990689675	0.002628708273915126	DMR	previously_married
Caudate	Heritable	1.1275563894766258	0.25790735811088283	0.45133787669404496	Both	smoking
Caudate	Heritable	0.641690615673704	0.00037803690866189616	0.0014434136512545125	Both	codeine
Caudate	Heritable	1.0202009385947517	0.8477194517336253	0.8696570387150816	Both	morphine
Caudate	Heritable	0.5380917159763313	1.2829920900035458e-06	8.980944630024822e-06	Both	cocaine
Caudate	Heritable	0.956853536835926	0.6764188012439334	0.835576166242506	Both	ethanol
Caudate	Heritable	0.6918721766772629	0.0020585543142474247	0.005372418577352546	Both	antipsychotics
Caudate	Heritable	1.1859827890277561	0.10868248166459027	0.21736496332918054	Both	nicotine
Caudate	Heritable	0.8944880354793119	0.3891276672499546	0.5635642077413135	Both	amphetamines
Caudate	Heritable	1.7627085257002155	4.431591824474802e-10	9.306342831397085e-09	Both	hx_sexual_abuse
Caudate	Heritable	0.9149765826816855	0.46030528255404757	0.6340883393979416	Both	hx_physical_abuse
Caudate	Heritable	0.8750425066796211	0.7626699493418174	0.8696570387150816	Both	less_than_hs
Caudate	Heritable	0.9589270746018441	1.0	1.0	Both	more_than_hs
Caudate	Heritable	0.3180215293244246	0.0021745503765474594	0.005372418577352546	Both	single
Caudate	Heritable	0.3065741329939548	0.0013893766671811093	0.0038902546681071058	Both	previously_married
Caudate	Non-heritable	0.8527291789082194	0.1263935970611328	0.230805698981199	Logit	smoking
Caudate	Non-heritable	1.558182657413892	0.00033787482423191606	0.0015767491797489418	Logit	codeine
Caudate	Non-heritable	0.9501490168902548	0.6004376511297829	0.8134961724984154	Logit	morphine
Caudate	Non-heritable	1.8860512108104694	7.354372409921197e-07	6.777258332130025e-06	Logit	cocaine
Caudate	Non-heritable	0.9962284997928331	1.0	1.0	Logit	ethanol
Caudate	Non-heritable	1.4058368186334542	0.004236915356091848	0.00988613583088098	Logit	antipsychotics
Caudate	Non-heritable	0.8335813873687163	0.08176255478872922	0.17170136505633138	Logit	nicotine
Caudate	Non-heritable	1.113920589240625	0.39578062866292507	0.6156587556978834	Logit	amphetamines
Caudate	Non-heritable	0.5589385474860336	9.098017194174159e-11	3.821167221553147e-09	Logit	hx_sexual_abuse
Caudate	Non-heritable	1.0509646827992152	0.6956170039100951	0.8395800258441245	Logit	hx_physical_abuse
Caudate	Non-heritable	1.0436233316856154	0.6996500215367705	0.8395800258441245	Logit	less_than_hs
Caudate	Non-heritable	1.3609950440058105	0.0077814997347665175	0.017201209940010197	Logit	more_than_hs
Caudate	Non-heritable	1.5026865555835742	0.0006639672718195778	0.002535147765129297	Logit	single
Caudate	Non-heritable	1.891125740672301	1.0955762550438918e-05	6.573457530263351e-05	Logit	previously_married
Caudate	Non-heritable	0.8973681837141924	0.3060818375896661	0.5142174871506391	DMR	smoking
Caudate	Non-heritable	1.5822231741272221	0.0002099056155069862	0.0011020044814116776	DMR	codeine
Caudate	Non-heritable	0.9543639288217468	0.6336290880437322	0.8268135417782317	DMR	morphine
Caudate	Non-heritable	1.8772127212721272	8.068164681107172e-07	6.777258332130025e-06	DMR	cocaine
Caudate	Non-heritable	1.0286623036169316	0.7967852947430376	0.9044589832218265	DMR	ethanol
Caudate	Non-heritable	1.4370962289663463	0.002361167288018856	0.006235890273089389	DMR	antipsychotics
Caudate	Non-heritable	0.8438646477803105	0.10300138829880046	0.19663901402498268	DMR	nicotine
Caudate	Non-heritable	1.1161285670506373	0.39094486879252055	0.6156587556978834	DMR	amphetamines
Caudate	Non-heritable	0.5790366455860695	1.3094928608570384e-09	1.833290005199854e-08	DMR	hx_sexual_abuse
Caudate	Non-heritable	1.0916158383230186	0.46617323005081457	0.6751474366253176	DMR	hx_physical_abuse
Caudate	Non-heritable	1.074183081605697	0.8814884515216763	0.9492952554848821	DMR	less_than_hs
Caudate	Non-heritable	1.074183081605697	0.8814884515216763	0.9492952554848821	DMR	more_than_hs
Caudate	Non-heritable	3.2572771900712163	0.0013913560618214658	0.004495150353577043	DMR	single
Caudate	Non-heritable	3.2572771900712163	0.0013913560618214658	0.004495150353577043	DMR	previously_married
Caudate	Non-heritable	0.8868840238377135	0.25798850019395386	0.4514798753394193	Both	smoking
Caudate	Non-heritable	1.5339285714285715	0.0006030413875944972	0.0025327738278968885	Both	codeine
Caudate	Non-heritable	0.9491673869642707	0.5975122873382787	0.8134961724984154	Both	morphine
Caudate	Non-heritable	1.8631294964028777	1.2826695474873542e-06	8.978686832411479e-06	Both	cocaine
Caudate	Non-heritable	1.0123754904920013	0.9168905036324637	0.9627350288140869	Both	ethanol
Caudate	Non-heritable	1.4209454109178163	0.0036651298060739875	0.009055026579712204	Both	antipsychotics
Caudate	Non-heritable	0.8345857128544234	0.0877583376667873	0.1755166753335746	Both	nicotine
Caudate	Non-heritable	1.1000792707094729	0.4606033173559889	0.6751474366253176	Both	amphetamines
Caudate	Non-heritable	0.5631768733912874	2.496947839939409e-10	5.243590463872759e-09	Both	hx_sexual_abuse
Caudate	Non-heritable	1.0590246207308096	0.6496392113971821	0.8268135417782317	Both	hx_physical_abuse
Caudate	Non-heritable	1.108755672188508	0.7641182687784606	0.8914713135748707	Both	less_than_hs
Caudate	Non-heritable	1.011764705882353	1.0	1.0	Both	more_than_hs
Caudate	Non-heritable	3.0508620689655173	0.0023755772468911957	0.006235890273089389	Both	single
Caudate	Non-heritable	3.1647663760339815	0.0015265181015843014	0.004579554304752905	Both	previously_married
Caudate	Low prediction	1.0258742672326662	1.0	1.0	Logit	smoking
Caudate	Low prediction	2.190206876023218	0.724347993039006	1.0	Logit	codeine
Caudate	Low prediction	inf	0.048518377055875625	0.7598987614372402	Logit	morphine
Caudate	Low prediction	1.006977434679335	1.0	1.0	Logit	cocaine
Caudate	Low prediction	inf	0.07383930957595261	0.7598987614372402	Logit	ethanol
Caudate	Low prediction	2.384466019417476	0.7296005316648331	1.0	Logit	antipsychotics
Caudate	Low prediction	1.5572814062736777	0.768571045439341	1.0	Logit	nicotine
Caudate	Low prediction	2.182142857142857	0.724212243995885	1.0	Logit	amphetamines
Caudate	Low prediction	1.4544513457556936	0.7977094753397983	1.0	Logit	hx_sexual_abuse
Caudate	Low prediction	inf	0.18092827653267624	0.7598987614372402	Logit	hx_physical_abuse
Caudate	Low prediction	2.686692700510664	0.5196423124695302	1.0	Logit	less_than_hs
Caudate	Low prediction	0.4642611169336727	0.09847274885220857	0.7598987614372402	Logit	more_than_hs
Caudate	Low prediction	inf	0.17282844695118837	0.7598987614372402	Logit	single
Caudate	Low prediction	0.5001471020888497	0.20290673162283995	0.7747347934690252	Logit	previously_married
Caudate	Low prediction	1.0151515151515151	1.0	1.0	DMR	smoking
Caudate	Low prediction	2.190206876023218	0.724347993039006	1.0	DMR	codeine
Caudate	Low prediction	3.741579914268218	0.26190218435316126	0.9166576452360644	DMR	morphine
Caudate	Low prediction	1.0148500148500148	1.0	1.0	DMR	cocaine
Caudate	Low prediction	inf	0.07371290929911242	0.7598987614372402	DMR	ethanol
Caudate	Low prediction	2.3763440860215055	0.7293105570765037	1.0	DMR	antipsychotics
Caudate	Low prediction	1.5736921910538286	0.7687188006653145	1.0	DMR	nicotine
Caudate	Low prediction	2.133809099018733	0.7235501237566404	1.0	DMR	amphetamines
Caudate	Low prediction	1.4375840314406867	0.7971771062921594	1.0	DMR	hx_sexual_abuse
Caudate	Low prediction	inf	0.18011676049909658	0.7598987614372402	DMR	hx_physical_abuse
Caudate	Low prediction	inf	1.0	1.0	DMR	less_than_hs
Caudate	Low prediction	inf	1.0	1.0	DMR	more_than_hs
Caudate	Low prediction	inf	1.0	1.0	DMR	single
Caudate	Low prediction	inf	1.0	1.0	DMR	previously_married
Caudate	Low prediction	1.0044417524732485	1.0	1.0	Both	smoking
Caudate	Low prediction	2.149910767400357	0.7237414115527991	1.0	Both	codeine
Caudate	Low prediction	inf	0.04814690745735633	0.7598987614372402	Both	morphine
Caudate	Low prediction	0.9991095280498664	1.0	1.0	Both	cocaine
Caudate	Low prediction	inf	0.11852752432601871	0.7598987614372402	Both	ethanol
Caudate	Low prediction	2.3033557046979865	0.7269669817062949	1.0	Both	antipsychotics
Caudate	Low prediction	1.5204297820823245	0.7685048441467922	1.0	Both	nicotine
Caudate	Low prediction	2.117717003567182	0.7233888883222392	1.0	Both	amphetamines
Caudate	Low prediction	1.4179451417945141	0.796684308948074	1.0	Both	hx_sexual_abuse
Caudate	Low prediction	inf	0.17694181582658297	0.7598987614372402	Both	hx_physical_abuse
Caudate	Low prediction	inf	1.0	1.0	Both	less_than_hs
Caudate	Low prediction	inf	1.0	1.0	Both	more_than_hs
Caudate	Low prediction	inf	1.0	1.0	Both	single
Caudate	Low prediction	inf	1.0	1.0	Both	previously_married
Hippocampus	Heritable	0.0883225330513118	4.42851872473123e-43	3.719955728774233e-42	Logit	smoking
