Tissue	h2_Category	OR	PValue	FDR	Test	Env
Caudate	Heritable	0.8531783966263164	0.12638344571415788	0.21950808992458998	Logit	smoking
Caudate	Heritable	1.583408124452422	0.00020863527659636586	0.0006536641960906668	Logit	codeine
Caudate	Heritable	0.9812511564105018	0.8489509187456749	0.8489509187456749	Logit	morphine
Caudate	Heritable	1.881557916288534	7.344667665516233e-07	1.3271671303895554e-05	Logit	cocaine
Caudate	Heritable	1.0284572031427857	0.7958319096526515	0.8489509187456749	Logit	ethanol
Caudate	Heritable	0.8425833543478023	0.10137146884017867	0.2090786544828685	Logit	nicotine
Caudate	Heritable	1.1325241466408154	0.33157247759784036	0.4757344243795101	Logit	amphetamines
Caudate	Heritable	1.0640778776208815	0.5812536726476769	0.7104211554582718	Logit	less_than_hs
Caudate	Heritable	1.316295173661118	0.01741257195192642	0.04420114418565938	Logit	more_than_hs
Caudate	Heritable	1.5506563969131604	0.0002178880653635556	0.0006536641960906668	Logit	single
Caudate	Heritable	1.8284642919365823	2.8739906488805843e-05	0.00013548813059008469	Logit	previously_married
Caudate	Heritable	0.8976608599704821	0.3060327814180017	0.4757344243795101	DMR	smoking
Caudate	Heritable	1.607767555575922	0.00012769231846577298	0.0004682051677078343	DMR	codeine
Caudate	Heritable	0.9766633755061116	0.8116361900247635	0.8489509187456749	DMR	morphine
Caudate	Heritable	1.8732853287567313	8.043437153876094e-07	1.3271671303895554e-05	DMR	cocaine
Caudate	Heritable	1.061961452831419	0.5709396570798824	0.7104211554582718	DMR	ethanol
Caudate	Heritable	0.8531783966263164	0.12638344571415788	0.21950808992458998	DMR	nicotine
Caudate	Heritable	1.1343888421961248	0.3266368614879077	0.4757344243795101	DMR	amphetamines
Caudate	Heritable	1.057582955190017	0.620079054051109	0.7308074565602356	DMR	less_than_hs
Caudate	Heritable	1.2856188103773012	0.028844820204468827	0.06345860444983142	DMR	more_than_hs
Caudate	Heritable	1.6704299765127988	1.690686067744531e-05	0.00011158528047113904	DMR	single
Caudate	Heritable	1.832854288138841	2.3812990759482487e-05	0.00013097144917715366	DMR	previously_married
Caudate	Heritable	0.8868736050213566	0.25790735811088283	0.42554714088295664	Both	smoking
Caudate	Heritable	1.558383394698878	0.00037803690866189616	0.0010396014988202143	Both	codeine
Caudate	Heritable	0.9801990589985371	0.8477194517336253	0.8489509187456749	Both	morphine
