Tissue	h2_Category	OR	PValue	FDR	Test	Env
Caudate	Heritable	1.6001950689531712	0.0003475814650446364	0.000613379055961123	Logit	smoking
Caudate	Heritable	0.49660806713423783	9.84514990563614e-13	7.383862429227105e-12	Logit	codeine
Caudate	Heritable	0.41462655979020363	8.918044100550325e-40	2.6754132301650976e-38	Logit	morphine
Caudate	Heritable	1.0733059908716607	0.5603118460432505	0.6465136685114428	Logit	ethanol
Caudate	Heritable	1.501375292299156	0.0011450211808327598	0.0017175317712491396	Logit	nicotine
Caudate	Heritable	0.9766908032248433	0.8904051980276654	0.9211088255458607	Logit	amphetamines
Caudate	Heritable	1.1852231000333815	0.12531010667246223	0.1566376333405778	Logit	less_than_hs
Caudate	Heritable	1.5308220540961208	0.00018303067222621294	0.00039220858334188484	Logit	more_than_hs
Caudate	Heritable	1.8160865446690921	2.3666806765428748e-06	8.875052537035781e-06	Logit	single
Caudate	Heritable	1.6725790987535953	3.037074097987178e-05	9.111222293961534e-05	Logit	previously_married
Caudate	Heritable	1.656761401925205	0.0001096148171536965	0.0002989495013282632	DMR	smoking
Caudate	Heritable	0.5337086460264125	9.962280645532102e-11	4.981140322766051e-10	DMR	codeine
Caudate	Heritable	0.4186877704123344	8.368964314248324e-39	8.368964314248324e-38	DMR	morphine
Caudate	Heritable	1.0958685556835341	0.4469092919638681	0.5362911503566417	DMR	ethanol
Caudate	Heritable	1.5672937375065035	0.00034401008544152284	0.000613379055961123	DMR	nicotine
Caudate	Heritable	0.996313125168607	1.0	1.0	DMR	amphetamines
Caudate	Heritable	1.235721526264827	0.05560942247684393	0.07583103065024173	DMR	less_than_hs
Caudate	Heritable	1.5389491050872797	0.00012182084273643654	0.00030455210684109135	DMR	more_than_hs
Caudate	Heritable	1.8160865446690921	2.3666806765428748e-06	8.875052537035781e-06	DMR	single
Caudate	Heritable	1.5668217882209339	0.00018155464839516818	0.00039220858334188484	DMR	previously_married
Caudate	Heritable	1.5998822655384306	0.00048799323247217615	0.0007705156302192256	Both	smoking
Caudate	Heritable	0.49893939393939396	2.8677193587720766e-12	1.720631615263246e-11	Both	codeine
Caudate	Heritable	0.41503549632581893	3.378676693239301e-39	5.068015039858951e-38	Both	morphine
Caudate	Heritable	1.044464609800363	0.7219315404113764	0.8021461560126404	Both	ethanol
Caudate	Heritable	1.4772426260756057	0.002145079313797589	0.0030643990197108412	Both	nicotine
Caudate	Heritable	0.9559715858254481	0.7799143364156254	0.8356225033024557	Both	amphetamines
Caudate	Heritable	1.196252292176039	0.10813673837533846	0.14104791962000668	Both	less_than_hs
Caudate	Heritable	1.5028342470573546	0.0004221453191200685	0.0007035755318667809	Both	more_than_hs
Caudate	Heritable	1.7163521274643416	2.4230699145607914e-05	8.076899715202638e-05	Both	single
Caudate	Heritable	1.5727483055265903	0.0002912760978808015	0.000582552195761603	Both	previously_married
